@T, output
created_at,"Thu Dec 28 12:32:47 MST 2023"
date_format,yyyy-MM-dd
@H,time,precip,tmean,rhum,wind,rain,snow,solRad,netRad,netRainOut,netSnowOut,irrigation_amount,interception,intercStorage,throughfall,snowDepth,snowTotSWE,snowMelt,potET,actET,soilSat,soilSatMPS,soilSatLPS,soilActMPS,soilActLPS,percolation,inRD1,inRD2,inRG1,inRG2,actRG1,actRG2,outRD1,outRD2,outRG1,outRG2
Type,LocalDate,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double
Unit,-,mm,C,-,-,-,-,MJ/m2/day,MJ/m2,-,-,-,-,-,-,-,mm,-,mm,mm,-,-,-,-,-,l,-,l,-,-,-,-,l,l,-,-
,2009-02-11,0,-0.015,59.45,1.58681,0,0,13.26,4.42422,0,0,0,0,0,0,0,0,0,0.80542,0.33087,0.3538,0.70027,0.01151,423.49497,6.98632,0.21828,0,0,0,0,0,13.11333,0,0,0,0.05961
,2009-02-12,0,-1.875,50.65,3.2419,0,0,14.11,4.54011,0,0,0,0,0,0,0,0,0,0.92915,0.3263,0.35353,0.69979,0.01144,423.20318,6.94881,0.22155,0,0,0,0,0,13.05508,0,0,0,0.05934
,2009-02-13,0,-2.0695,73.45,2.32755,0,0,7.11,3.6654,0,0,0,0,0,0,0,0,0,0.56673,0.16967,0.35339,0.6996,0.01136,423.07972,6.89868,0.22439,0,0,0,0,0,12.99895,0,0,0,0.05907
,2009-02-14,3,-5.1355,80.6,2.61574,0,3,8.8,4.09102,0,2.51154,0,0.48846,0.36764,2.51154,11.42919,2.51154,0,0.32787,0.11724,0.35329,0.69945,0.01132,422.98519,6.87077,0.22663,0,0,0,0,0,12.94533,0,0,0,0.05882
,2009-02-15,0,-1.505,60.9,1.97454,0,0,13.87,4.91442,0,0,0,0,0.20666,0,10.06099,2.21088,0.30066,0.64255,0.31351,0.35326,0.69945,0.01127,422.98613,6.84277,0.23565,0,0,0,0,0,12.90291,0,0,0,0.05858
,2009-02-16,0,1.51,49,1.3912,0,0,15.01,4.94044,0.20578,0,0,0,0,0.20578,0,0,2.21088,0.99374,0.90482,0.35446,0.70162,0.01145,424.3239,6.96935,0.26698,0,0,0,0,0,12.90179,0,0,0,0.05838
,2009-02-17,0,1.79,49.25,4.51389,0,0,11.61,4.46765,0,0,0,0,0,0,0,0,0,1.22919,0.97968,0.35365,0.7001,0.01135,423.39436,6.90322,0.2257,0,0,0,0,0,12.85086,0,0,0,0.05838
,2009-02-18,0,2.811,45.05,6,0,0,13.87,4.83529,0,0,0,0,0,0,0,0,0,1.49418,0.80312,0.35298,0.69886,0.01128,422.62567,6.86054,0.2265,0,0,0,0,0,12.79492,0,0,0,0.05815
,2009-02-19,0,1.005,51.15,1.7581,0,0,15.91,5.43781,0,0,0,0,0,0,0,0,0,1.04718,0.31225,0.35272,0.69843,0.0112,422.35932,6.80994,0.22898,0,0,0,0,0,12.73964,0,0,0,0.0579
,2009-02-20,0,0.775,43.4,5.43866,0,0,14.75,5.1771,0,0,0,0,0,0,0,0,0,1.36466,0.34671,0.35244,0.69791,0.01115,422.04177,6.7758,0.23136,0,0,0,0,0,12.68459,0,0,0,0.05765
,2009-02-21,0,-2.6,50.1,0.74977,0,0,15.88,5.69834,0,0,0,0,0,0,0,0,0,0.83025,0.17545,0.35229,0.6977,0.01107,421.9073,6.72982,0.23376,0,0,0,0,0,12.63117,0,0,0,0.0574
,2009-02-22,0,0.06,45.1,0.87037,0,0,9.35,4.35809,0,0,0,0,0,0,0,0,0,0.81723,0.17657,0.35214,0.69745,0.01102,421.75512,6.69948,0.23573,0,0,0,0,0,12.57901,0,0,0,0.05715
,2009-02-23,0,5.2185,36.65,0.75822,0,0,11.86,4.70299,0,0,0,0,0,0,0,0,0,1.08758,0.23605,0.35194,0.69713,0.01095,421.55611,6.6558,0.23739,0,0,0,0,0,12.52748,0,0,0,0.05692
,2009-02-24,0,7.8825,45.4,2.26273,0,0,15.96,5.70053,0,0,0,0,0,0,0,0,0,1.6113,0.31824,0.35167,0.69664,0.01091,421.25915,6.62759,0.23892,0,0,0,0,0,12.47594,0,0,0,0.05669
,2009-02-25,0,7.7195,45.9,1.57755,0,0,14.01,5.41418,0,0,0,0,0,0,0,0,0,1.43199,0.22955,0.35148,0.69632,0.01084,421.06429,6.58613,0.24055,0,0,0,0,0,12.42495,0,0,0,0.05645
,2009-02-26,0,6.0905,41.55,5.4294,0,0,16.4,5.88576,0,0,0,0,0,0,0,0,0,1.91735,0.28877,0.35124,0.6959,0.01078,420.8089,6.54576,0.24208,0,0,0,0,0,12.37397,0,0,0,0.05622
,2009-02-27,0,-1.325,46.6,4.74537,0,0,12.08,5.27141,0,0,0,0,0,0,0,0,0,1.14088,0.14699,0.35111,0.69569,0.01074,420.67987,6.52094,0.24369,0,0,0,0,0,12.56167,0,0,0,0.05599
,2009-02-28,0,-2.565,50.6,0.7184,0,0,17.74,6.76807,0,0,0,0,0,0,0,0,0,0.94504,0.13387,0.35086,0.69553,0.01042,420.57752,6.31761,0.1718,0,0,0,0,0,12.43826,0,0,0,0.05684
,2009-03-01,0,3.605,31.15,0.5059,0,0,15.2,5.7163,0,0,0,0,0,0,0,0,0,1.1228,0.17167,0.35075,0.6953,0.01044,420.4364,6.33122,0.19422,0,0,0,0,0,12.33702,0,0,0,0.05628
,2009-03-02,0,9.3785,28.9,0.69028,0,0,13.23,5.23424,0,0,0,0,0,0,0,0,0,1.37873,0.20983,0.3506,0.69498,0.01046,420.24214,6.34379,0.21103,0,0,0,0,0,12.25205,0,0,0,0.05582
,2009-03-03,0,10.8725,30.25,2.89699,0,0,16.6,5.96231,0,0,0,0,0,0,0,0,0,2.29602,0.32516,0.35035,0.69449,0.01044,419.94646,6.33113,0.22337,0,0,0,0,0,12.41998,0,0,0,0.05544
,2009-03-04,0,10.3915,26.35,2.15162,0,0,18.34,6.23617,0,0,0,0,0,0,0,0,0,2.16543,0.24059,0.35002,0.69415,0.01015,419.73479,6.14229,0.15992,0,0,0,0,0,12.28043,0,0,0,0.0562
,2009-03-05,0,6.53,22.95,7.17245,0,0,18.58,6.3835,0,0,0,0,0,0,0,0,0,2.65664,0.28023,0.34984,0.69371,0.01021,419.46859,6.18498,0.18656,0,0,0,0,0,12.16647,0,0,0,0.05557
,2009-03-06,0,3.04,36.2,2.68403,0,0,17.39,6.7605,0,0,0,0,0,0,0,0,0,1.59238,0.15193,0.34974,0.69351,0.01022,419.34488,6.19454,0.20716,0,0,0,0,0,12.31857,0,0,0,0.05505
,2009-03-07,0,-1.398,60.2,1.3588,0,0,14.21,6.48518,0,0,0,0,0,0,0,0,0,0.9474,0.10017,0.34954,0.69339,0.00995,419.27226,6.0168,0.1502,0,0,0,0,0,12.1668,0,0,0,0.05574
,2009-03-08,0,4.995,50.4,1.7963,0,0,19.19,7.69803,0,0,0,0,0,0,0,0,0,1.55699,0.19021,0.34943,0.69312,0.01001,419.10894,6.05638,0.17976,0,0,0,0,0,12.04443,0,0,0,0.05505
,2009-03-09,0,-1.6425,56.05,4.50694,0,0,15.66,6.99048,0,0,0,0,0,0,0,0,0,1.09045,0.1285,0.34936,0.69293,0.01005,418.99269,6.08851,0.2027,0,0,0,0,0,12.19263,0,0,0,0.0545
,2009-03-10,4,-4.426,54.35,3.36458,0,4,19.76,8.3214,0,3.32251,0,0.67749,0.39871,3.32251,15.50637,3.32251,0,0.74053,0.10098,0.34916,0.69281,0.00979,418.91807,5.91473,0.14742,0,0,0,0,0,12.03709,0,0,0,0.05517
,2009-03-11,0,-2.795,53.35,2.89236,0,0,19.93,8.38622,0,0,0,0,0.19765,0,15.50637,3.32251,0,0.92901,0.13019,0.34911,0.69264,0.00985,418.81371,5.95874,0.17794,0,0,0,0,0,11.91198,0,0,0,0.05447
,2009-03-12,0,-1.465,42.45,2.14583,0,0,18.36,7.78143,0,0,0,0,0.02581,0,10.02196,2.19515,1.12736,1.083,0.6469,0.34953,0.69331,0.01001,419.22378,6.06409,0.21363,0,0,0,0,0,12.0717,0,0,0,0.0539
,2009-03-13,0,-0.02,40.55,1.03704,0,0,20.34,8.33842,0,0,0,0,0,0,0,0,2.19515,1.30897,1.04187,0.35033,0.69491,0.00997,420.2159,6.04407,0.18119,0,0,0,0,0,11.96235,0,0,0,0.05462
,2009-03-14,0,2.115,29.6,0.91551,0,0,20.62,8.14148,0,0,0,0,0,0,0,0,0,1.49261,0.97032,0.34959,0.69342,0.00998,419.29559,6.05609,0.17388,0,0,0,0,0,11.8389,0,0,0,0.05413
,2009-03-15,0,4.66,26.9,1.16782,0,0,17.9,7.34331,0,0,0,0,0,0,0,0,0,1.62427,0.612,0.34912,0.69247,0.01002,418.70798,6.07798,0.19694,0,0,0,0,0,11.98226,0,0,0,0.05357
,2009-03-16,0,7.7105,30.9,1.40278,0,0,18.99,7.73173,0,0,0,0,0,0,0,0,0,1.91084,0.38653,0.34869,0.6919,0.00974,418.35751,5.89826,0.14367,0,0,0,0,0,11.82149,0,0,0,0.05422
,2009-03-17,0,11.8525,25.65,1.31597,0,0,17.06,7.05366,0,0,0,0,0,0,0,0,0,2.13081,0.32795,0.34848,0.69139,0.00982,418.04881,5.95375,0.17548,0,0,0,0,0,11.94348,0,0,0,0.05349
,2009-03-18,0,8.3265,44,2.64352,0,0,19.79,8.50353,0,0,0,0,0,0,0,0,0,2.09796,0.26964,0.34815,0.69101,0.00956,417.81979,5.78281,0.13032,0,0,0,0,0,11.76566,0,0,0,0.05404
,2009-03-19,0,8.1925,45.7,1.67708,0,0,20.49,8.84122,0,0,0,0,0,0,0,0,0,1.98578,0.2364,0.34802,0.69067,0.00965,417.61339,5.84127,0.16564,0,0,0,0,0,11.87806,0,0,0,0.05324
,2009-03-20,0,11.3145,40.9,1.48611,0,0,10.86,5.89444,0,0,0,0,0,0,0,0,0,1.76332,0.20443,0.34775,0.69036,0.00944,417.42341,5.7028,0.12402,0,0,0,0,0,11.6919,0,0,0,0.05375
,2009-03-21,0,11.371,43.55,2.02662,0,0,19.2,8.53673,0,0,0,0,0,0,0,0,0,2.27696,0.26936,0.34761,0.68996,0.00953,417.18397,5.76832,0.16098,0,0,0,0,0,11.79998,0,0,0,0.0529
,2009-03-22,0,13.302,43.4,3.05903,0,0,20.02,8.87839,0,0,0,0,0,0,0,0,0,2.68423,0.29882,0.34726,0.68952,0.00929,416.92116,5.61136,0.12096,0,0,0,0,0,11.60835,0,0,0,0.05339
,2009-03-23,0,7.0825,38.85,10.43981,0,0,11.87,6.31092,0,0,0,0,0,0,0,0,0,2.45823,0.26279,0.34712,0.68913,0.0094,416.68479,5.68502,0.15911,0,0,0,0,0,11.71493,0,0,0,0.05253
,2009-03-24,2,4.2005,35.35,8.85417,0.32788,1.67213,16.7,7.82686,0.32749,1.67016,5.3125,0.00234,0,1.99766,0,0,1.99766,2.22442,1.65329,0.34728,0.68949,0.00934,416.90905,5.64913,0.15599,0,0,0,0,0,11.56087,0,0,0,0.05301
,2009-03-25,0,3.554,41.8,2.1331,0,0,15.29,7.55477,0,0,0,0,0,0,0,0,0,1.58676,0.30595,0.34711,0.68906,0.00942,416.64534,5.70655,0.15738,0,0,0,0,0,11.66594,0,0,0,0.05231
,2009-03-26,5,-4.2765,77.2,5.04745,0,5,10.89,6.39689,0,4.09048,0,0.90952,0.72178,4.09048,18.15079,4.09048,0,0.45034,0.07191,0.34695,0.689,0.00919,416.60414,5.55737,0.11847,0,0,0,0,0,11.47268,0,0,0,0.05279
,2009-03-27,10,-8.558,65.35,2.14583,0,10,23.15,11.03888,0,9.09486,0,0.90514,1.37461,9.09486,63.41342,13.18534,0,0.65099,0.11529,0.34694,0.68884,0.00933,416.50324,5.64507,0.15685,0,0,0,0,0,11.57762,0,0,0,0.05191
,2009-03-28,0,-5.245,67.95,1.2581,0,0,22.74,10.87306,0,0,0,0,1.12889,0,63.41342,13.18534,0,0.87577,0.15149,0.34672,0.68863,0.0091,416.37946,5.49932,0.11804,0,0,0,0,0,11.64327,0,0,0,0.05239
,2009-03-29,0,4.4,64.55,3.51273,0,0,21.43,10.28542,1.12628,0,0,0,0,1.12628,36.34438,7.57434,5.611,1.64301,1.6236,0.35066,0.69621,0.00933,420.99084,5.66253,0.33909,0,0,0,0,0,11.70648,0,0,0,0.05268
,2009-03-30,1,0.8165,51.7,10.45139,0,1,17.19,8.62478,0,0.99737,0,0.00263,0,0.99737,36.68168,7.83354,0.73816,1.52371,1.46534,0.35013,0.6949,0.00955,420.20027,5.80387,0.14526,0,0,0,0,0,11.56443,0,0,0,0.05297
,2009-03-31,0,2.744,44.9,5.66898,0,0,21.59,10.08074,0,0,0,0,0,0,23.1145,4.91987,2.91367,1.89089,1.8438,0.35105,0.6962,0.01005,421.01497,6.12991,0.16346,0,0,0,0,0,11.45335,0,0,0,0.05233
,2009-04-01,0,0.577,61.15,3.55556,0,0,10.43,6.319,0,0,0,0,0,0,16.97631,3.61273,1.30715,1.10541,1.03305,0.35131,0.69652,0.01024,421.21333,6.25179,0.17607,0,0,0,0,0,11.35847,0,0,0,0.05183
,2009-04-02,0,1.72,54.2,1.22569,0,0,23.45,11.08069,0,0,0,0,0,0,2.49385,0.99754,2.61519,1.70602,1.62122,0.35214,0.69774,0.01064,421.97607,6.51142,0.19072,0,0,0,0,0,11.28515,0,0,0,0.0514
,2009-04-03,1,6.912,54.25,3.68403,0.43575,0.56425,17.92,9.0808,0.43431,0.56239,0,0.0033,0,0.9967,0,0,1.99424,1.95527,1.84156,0.35225,0.6977,0.01086,421.97396,6.65778,0.22108,0,0,0,0,0,11.45517,0,0,0,0.05106
,2009-04-04,1,-2.006,82.5,10.09259,0,1,12.09,7.14432,0,0.75,0,0.25,0.03667,0.75,3.0248,0.75,0,0.42835,0.39435,0.35181,0.69726,0.01048,421.68559,6.40747,0.14433,0,0,0,0,0,11.32187,0,0,0,0.05183
,2009-04-05,2,-1.4295,56.05,5.82986,0,2,22.94,11.1623,0,1.52405,0,0.47595,0.06926,1.52405,9.32223,2.27405,0,0.96834,0.88821,0.35114,0.69595,0.01047,420.86431,6.39783,0.1685,0,0,0,0,0,11.21275,0,0,0,0.05123
,2009-04-06,0,0.095,56.3,1.27083,0,0,25.45,12.14493,0.06555,0,0,0,0,0.06555,2.23611,0.89444,1.3796,1.69104,1.56285,0.35106,0.69561,0.01063,420.67,6.50537,0.19545,0,0,0,0,0,11.35747,0,0,0,0.05074
,2009-04-07,0,7.918,48.15,2.41204,0,0,26.21,12.19845,0,0,0,0,0,0,0,0,0.89444,2.48546,2.2323,0.34985,0.69339,0.01043,419.32038,6.38035,0.13679,0,0,0,0,0,11.44287,0,0,0,0.05139
,2009-04-08,0,9.7815,45.7,3.73843,0,0,23.78,11.2936,0,0,0,0,0,0,0,0,0,2.70761,1.8703,0.34822,0.69048,0.01016,417.52496,6.20079,0.10467,0,0,0,0,0,11.49576,0,0,0,0.05178
,2009-04-09,0,8.1385,46.25,5.43634,0,0,16.24,8.58146,0,0,0,0,0,0,0,0,0,2.34523,1.22793,0.34714,0.68863,0.00991,416.37526,6.03959,0.08297,0,0,0,0,0,11.52672,0,0,0,0.05202
,2009-04-10,0,9.276,53.2,2.78819,0,0,21.72,10.83179,0,0,0,0,0,0,0,0,0,2.37125,0.85793,0.34637,0.68732,0.00972,415.56971,5.91956,0.06765,0,0,0,0,0,11.26966,0,0,0,0.05216
,2009-04-11,0,7.9055,62.95,3.95139,0,0,11.93,7.17414,0,0,0,0,0,0,0,0,0,1.66205,0.31407,0.34624,0.68689,0.00988,415.31293,6.02141,0.11341,0,0,0,0,0,11.33208,0,0,0,0.05099
,2009-04-12,0,4.6515,80.65,4.06713,0,0,4.715,4.26505,0,0,0,0,0,0,0,0,0,0.79951,0.14951,0.34604,0.68671,0.00968,415.20035,5.89535,0.08913,0,0,0,0,0,11.36993,0,0,0,0.05128
,2009-04-13,0,8.222,54.75,1.47454,0,0,21.2,10.79183,0,0,0,0,0,0,0,0,0,2.17242,0.43935,0.34562,0.68606,0.0095,414.80803,5.77606,0.07226,0,0,0,0,0,11.39074,0,0,0,0.05145
,2009-04-14,0,11.6905,41.9,2.04861,0,0,17.91,9.31147,0,0,0,0,0,0,0,0,0,2.49246,0.41612,0.34522,0.68544,0.00934,414.4365,5.67133,0.06013,0,0,0,0,0,11.39933,0,0,0,0.05154
,2009-04-15,0,13.0415,50.3,2.80556,0,0,17.92,9.54937,0,0,0,0,0,0,0,0,0,2.60685,0.40819,0.34483,0.68481,0.00922,414.05602,5.59244,0.05118,0,0,0,0,0,11.1185,0,0,0,0.05158
,2009-04-16,19,4.72,81.4,7.58218,15.485,3.515,3.514,3.78428,15.48067,3.51402,0,0.00531,0,18.99469,0,0,18.99469,0.77417,0.75433,0.35996,0.71072,0.01333,429.85712,8.1886,0.12354,0,0,0,0,0,11.05187,0,0,0,0.05031
,2009-04-17,28,3.9385,90.2,4.94213,16.50425,11.49575,2.149,3.16717,16.50108,11.49354,0,0.00538,0,27.99462,4.11623,1.64649,26.34813,0.47561,0.47558,0.38081,0.73952,0.02598,447.44031,15.99223,0.62558,0,0,0,0,0,11.62185,0,0,0,0.05001
,2009-04-18,6,4.4195,83.55,5.78704,4.61888,1.38113,4.15,4.06439,4.61472,1.37988,0,0.0054,0,5.9946,0,0,7.64109,0.71655,0.71654,0.38621,0.7452,0.0311,450.88495,19.12444,0.35331,0,0,0,0,0,11.81122,0,0,0,0.05259
,2009-04-19,0,8.84,55.4,2.63889,0,0,25.6,12.82757,0,0,0,0,0,0,0,0,0,2.55126,2.55122,0.38406,0.743,0.02898,449.55822,17.83335,0.17793,0,0,0,0,0,11.90829,0,0,0,0.05344
,2009-04-20,0,11.8155,53.45,3.12616,0,0,24.11,12.2671,0,0,0,0,0,0,0,0,0,2.84165,2.8416,0.38169,0.74153,0.02573,448.66254,15.8455,0.06935,0,0,0,0,0,11.89297,0,0,0,0.05388
,2009-04-21,0,13.883,50.9,1.76852,0,0,24.62,12.48889,0,0,0,0,0,0,0,0,0,3.02297,3.02289,0.37917,0.73808,0.02412,446.58578,14.86387,0.0663,0,0,0,0,0,11.84557,0,0,0,0.05381
,2009-04-22,0,14.7355,48.35,2.05208,0,0,20.04,10.61506,0,0,0,0,0,0,0,0,0,2.86341,2.86317,0.37681,0.73444,0.02299,444.39608,14.17901,0.07127,0,0,0,0,0,11.77639,0,0,0,0.0536
,2009-04-23,0,16.218,47.95,2.28356,0,0,25.34,12.83242,0,0,0,0,0,0,0,0,0,3.44681,3.43979,0.37398,0.72955,0.0222,441.44128,13.69818,0.08268,0,0,0,0,0,11.6865,0,0,0,0.05329
,2009-04-24,0,12.5305,51.85,4.23264,0,0,20.02,10.71176,0,0,0,0,0,0,0,0,0,2.83857,2.68606,0.37178,0.72576,0.02163,439.12293,13.34872,0.10102,0,0,0,0,0,11.60343,0,0,0,0.05288
,2009-04-25,0,6.918,70.05,3.82986,0,0,6.501,5.15779,0,0,0,0,0,0,0,0,0,1.21924,1.04848,0.37093,0.72468,0.02106,438.44236,12.99107,0.12096,0,0,0,0,0,11.54369,0,0,0,0.0525
,2009-04-26,0,8.128,60,4.63542,0,0,20.32,10.99412,0,0,0,0,0,0,0,0,0,2.20296,1.83363,0.36941,0.72224,0.02053,436.93228,12.65771,0.13801,0,0,0,0,0,11.49925,0,0,0,0.05223
,2009-04-27,1,3.6265,74.4,2.47801,0.46494,0.53506,9.78,6.60188,0.46168,0.53131,0,0.007,0,0.993,0,0,0.993,1.08909,0.92922,0.36942,0.72275,0.02006,437.23296,12.36886,0.18216,0,0,0,0,0,11.50777,0,0,0,0.05203
,2009-04-28,0,12.738,59.9,3.73032,0,0,20.28,11.11791,0,0,0,0,0,0,0,0,0,2.65237,2.11157,0.36764,0.71974,0.01958,435.38442,12.06446,0.16299,0,0,0,0,0,11.48411,0,0,0,0.05207
,2009-04-29,0,13.4455,54.8,3.17477,0,0,25.64,13.32205,4.01771,0,4.025,0.00729,0,4.01771,0,0,0,3.14541,2.13449,0.36907,0.72021,0.02203,435.64705,13.64415,0.17547,0,0,0,0,0,11.57333,0,0,0,0.05196
,2009-04-30,0,10.2635,55.9,3.54051,0,0,17.05,9.67183,0,0,0,0,0,0,0,0,0,2.31563,1.50026,0.36773,0.71898,0.02069,434.87136,12.79546,0.15841,0,0,0,0,0,11.6536,0,0,0,0.05237
,2009-05-01,0,5.3235,78,2.98148,0,0,5.592,4.79521,0,0,0,0,0,0,0,0,0,0.94214,0.59546,0.36714,0.71881,0.01975,434.75466,12.19675,0.14571,0,0,0,0,0,11.72629,0,0,0,0.05273
,2009-05-02,5,8.1415,78.8,2.45949,5,0,5.284,4.65168,4.99204,0,0,0.00796,0,4.99204,0,0,0,0.99934,0.98725,0.37024,0.72446,0.02022,438.2094,12.5136,0.2535,0,0,0,0,0,11.91544,0,0,0,0.05306
,2009-05-03,0,11.521,67.9,1.40394,0,0,19.8,11.14886,0,0,0,0,0,0,0,0,0,2.34441,2.27656,0.36827,0.7213,0.01948,436.28926,12.04144,0.12703,0,0,0,0,0,11.96413,0,0,0,0.05392
,2009-05-04,0,12.738,53.55,1.63426,0,0,15.73,9.18467,0,0,0,0,0,0,0,0,0,2.31953,2.07376,0.36649,0.71858,0.0187,434.61355,11.54439,0.12343,0,0,0,0,0,11.99714,0,0,0,0.05414
,2009-05-05,0,14.9765,49.05,2.42708,0,0,17.39,9.86727,4.61116,0,4.6125,0.00134,0,4.61116,0,0,0,2.85404,2.07609,0.3684,0.71631,0.02473,433.20179,15.4036,0.1239,0,0,0,0,0,12.03557,0,0,0,0.05429
,2009-05-06,0,16.052,44.75,3.09144,0,0,25.7,13.2828,0,0,0,0,0,0,0,0,0,3.78125,2.08084,0.36661,0.71373,0.02379,431.62334,14.80776,0.12463,0,0,0,0,0,12.05079,0,0,0,0.05446
,2009-05-07,0,16.2535,44.75,2.69213,0,0,23.71,12.48353,0,0,0,0,0,0,0,0,0,3.59527,1.46976,0.36532,0.71192,0.02305,430.54482,14.33887,0.13261,0,0,0,0,0,12.04089,0,0,0,0.05453
,2009-05-08,0,14.36,33.3,8.20602,0,0,25.2,12.64946,0,0,0,0,0,0,0,0,0,4.63753,2.03746,0.36358,0.70925,0.0222,428.97724,13.80563,0.15134,0,0,0,0,0,11.99431,0,0,0,0.05448
,2009-05-09,4,12.7685,55.9,3.58218,4,0,23.02,12.475,3.99076,0,0,0.00924,0,3.99076,0,0,0,3.00899,2.81657,0.36446,0.71163,0.02151,430.46606,13.38942,0.24503,0,0,0,0,0,12.058,0,0,0,0.05427
,2009-05-10,0,9.424,79.7,3.59606,0,0,8.93,6.37217,0,0,0,0,0,0,0,0,0,1.30199,0.91467,0.36362,0.71078,0.02073,429.94713,12.89456,0.22617,0,0,0,0,0,12.10422,0,0,0,0.05456
,2009-05-11,0,14.6615,59.7,1.60995,0,0,24.03,13.13065,0,0,0,0,0,0,0,0,0,3.08686,1.76662,0.36206,0.70841,0.02002,428.49289,12.44528,0.2623,0,0,0,0,0,12.17969,0,0,0,0.05477
,2009-05-12,0,20.42,46.4,4.75579,0,0,24.6,13.20873,4.636,0,4.6375,0.0015,0,4.636,0,0,0,4.59322,1.56433,0.36434,0.7092,0.02377,429.00014,14.84557,0.29618,0,0,0,0,0,12.36691,0,0,0,0.05511
,2009-05-13,0,13.2075,31.7,5.61574,0,0,21.67,11.32693,0,0,0,0,0,0,0,0,0,3.98046,1.3255,0.36305,0.70845,0.02198,428.57423,13.70318,0.29664,0,0,0,0,0,12.55158,0,0,0,0.05596
,2009-05-14,0,13.1635,35.9,2.07292,0,0,24.97,12.80372,0,0,0,0,0,0,0,0,0,3.37423,0.96419,0.36206,0.70745,0.02101,427.98782,13.08086,0.30056,0,0,0,0,0,12.71057,0,0,0,0.05679
,2009-05-15,0,15.355,36.3,5.07755,0,0,25.38,13.01955,3.136,0,3.1375,0.0015,0,3.136,0,0,0,4.27673,1.31043,0.36331,0.70735,0.0236,427.92717,14.73578,0.31607,0,0,0,0,0,12.91705,0,0,0,0.05751
,2009-05-16,0,14.6305,52,3.01852,0,0,19.49,11.00904,0,0,0,0,0,0,0,0,0,3.07268,0.83862,0.3624,0.70744,0.02177,427.99037,13.56837,0.31767,0,0,0,0,0,13.14122,0,0,0,0.05845
,2009-05-17,0,16.5185,46.35,1.44213,0,0,26,13.74199,0,0,0,0,0,0,0,0,0,3.6105,0.99745,0.36136,0.70637,0.02076,427.36164,12.92121,0.3135,0,0,0,0,0,13.32748,0,0,0,0.05946
,2009-05-18,0,19.6295,40.1,1.31366,0,0,27.33,14.16868,0,0,0,0,0,0,0,0,0,4.10641,1.05385,0.36029,0.70524,0.01974,426.70175,12.27517,0.31986,0,0,0,0,0,13.48282,0,0,0,0.06031
,2009-05-19,0,22.07,37.5,1.66319,0,0,21.05,11.50203,7.82804,0,7.8375,0.00946,0,7.82804,0,0,0,4.01971,1.38272,0.36532,0.71217,0.02285,430.70601,14.26385,0.55659,0,0,0,0,0,13.93618,0,0,0,0.06101
,2009-05-20,0,20.85,43.05,2.18056,0,0,21.2,11.74584,3.04994,0,3.05,0.00006,0,3.04994,0,0,0,4.06556,2.31056,0.36567,0.71385,0.02193,431.72482,13.70699,0.31965,0,0,0,0,0,14.1485,0,0,0,0.06306
,2009-05-21,0,13.19,75.65,3.375,0,0,13.41,8.57552,5.25,0,5.25,0,0,5.25,0,0,0,1.95968,1.4701,0.36847,0.7194,0.02157,435.55342,13.39388,0.30867,0,0,0,0,0,14.33923,0,0,0,0.06402
,2009-05-22,0,16.835,68.15,1.96875,0,0,17.81,10.68947,3.761,0,3.7625,0.0015,0,3.761,0,0,0,2.73426,2.002,0.36963,0.71785,0.02539,434.60715,15.84814,0.30495,0,0,0,0,0,14.54917,0,0,0,0.06488
,2009-05-23,4,15.455,78.8,2.2963,4,0,8.65,6.32661,3.99047,0,0,0.00953,0,3.99047,0,0,0,1.62801,1.57273,0.37133,0.72163,0.02496,436.94299,15.58348,0.37669,0,0,0,0,0,14.84146,0,0,0,0.06583
,2009-05-24,0,17.445,69,1.7581,0,0,16.19,9.96368,0,0,0,0,0,0,0,0,0,2.62387,2.42834,0.36911,0.71875,0.02343,435.21061,14.61807,0.28801,0,0,0,0,0,15.03367,0,0,0,0.06716
,2009-05-25,13,14.485,77.25,1.36806,13,0,6.73,5.39971,12.99046,0,0,0.00954,0,12.99046,0,0,0,1.39341,1.37359,0.37843,0.73335,0.02741,444.09832,17.07512,0.30075,0,0,0,0,0,15.25133,0,0,0,0.06803
,2009-05-26,0,12.5815,68,2.79861,0,0,20.91,12.03055,0,0,0,0,0,0,0,0,0,2.61657,2.57472,0.37609,0.73069,0.02536,442.53711,15.78786,0.28881,0,0,0,0,0,15.43962,0,0,0,0.06901
,2009-05-27,0,13.7235,59.3,1.22338,0,0,28.82,15.50297,0,0,0,0,0,0,0,0,0,3.4473,3.35257,0.37311,0.72682,0.02327,440.23117,14.47681,0.29593,0,0,0,0,0,15.62563,0,0,0,0.06986
,2009-05-28,2,15.4615,57.7,1.47454,2,0,22.02,12.43578,1.99042,0,0,0.00958,0,1.99042,0,0,0,3.14857,2.96725,0.37206,0.72569,0.0223,439.56212,13.86408,0.34502,0,0,0,0,0,15.85016,0,0,0,0.0707
,2009-05-29,0,16.5345,56.3,1.19444,0,0,29.69,15.95944,3.1485,0,3.15,0.0015,0,3.1485,0,0,0,3.90025,3.57971,0.37142,0.72147,0.02524,436.97954,15.75412,0.3111,0,0,0,0,0,16.04795,0,0,0,0.07172
