@T, output
created_at,"Thu Dec 28 12:32:47 MST 2023"
date_format,yyyy-MM-dd
@H,time,precip,tmean,rhum,wind,rain,snow,solRad,netRad,netRainOut,netSnowOut,irrigation_amount,interception,intercStorage,throughfall,snowDepth,snowTotSWE,snowMelt,potET,actET,soilSat,soilSatMPS,soilSatLPS,soilActMPS,soilActLPS,percolation,inRD1,inRD2,inRG1,inRG2,actRG1,actRG2,outRD1,outRD2,outRG1,outRG2
Type,LocalDate,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double
Unit,-,mm,C,-,-,-,-,MJ/m2/day,MJ/m2,-,-,-,-,-,-,-,mm,-,mm,mm,-,-,-,-,-,l,-,l,-,-,-,-,l,l,-,-
,2007-01-01,0,-10.854,72.91667,1.397,0,0,8.783,1.85931,0,0,0,0,0,0,0,0,0,0.22276,0.22071,0.34508,0.63859,0.05192,386.99971,31.97649,16.86918,0,0,0,0,0,16.66457,0,0,0,0
,2007-01-02,0,-12.502,71.55,0.77,0,0,9.21,1.91999,0,0,0,0,0,0,0,0,0,0.18979,0.18819,0.34296,0.64222,0.04516,388.88483,27.61202,2.49576,0,0,0,0,0,18.92898,0,0,0,0.07541
,2007-01-03,0,-5.531,79.55,1.041,0,0,6.224,1.98451,0,0,0,0,0,0,0,0,0,0.26713,0.26495,0.34191,0.6457,0.04028,390.70032,24.53923,1.14831,0,0,0,0,0,19.91801,0,0,0,0.08565
,2007-01-04,0,-0.255,69.7,2.571,0,0,8.12,1.77777,0,0,0,0,0,0,0,0,0,0.49396,0.48955,0.33995,0.64622,0.03624,390.9349,22.04017,1.84856,0,0,0,0,0,21.59847,0,0,0,0.09013
,2007-01-05,0,-10.881,83.5,2.678,0,0,5.57,2.12893,0,0,0,0,0,0,0,0,0,0.19934,0.1969,0.33908,0.64697,0.03401,391.33336,20.62664,0.89615,0,0,0,0,0,22.3248,0,0,0,0.09773
,2007-01-06,0,-13.8275,67.05,2.659,0,0,7.76,2.11499,0,0,0,0,0,0,0,0,0,0.24471,0.24146,0.33855,0.64736,0.03274,391.53039,19.79569,0.46454,0,0,0,0,0,22.6154,0,0,0,0.10102
,2007-01-07,0.254,-10.1435,66.8,3.602,0,0.254,9.06,2.00977,0,0.254,0,0,0,0.254,1.29513,0.254,0,0.32941,0.32437,0.33802,0.64748,0.0317,391.57143,19.11749,0.38573,0,0,0,0,0,22.82371,0,0,0,0.10233
,2007-01-08,0.508,-3.875,61.05,2.613,0,0.508,9.13,1.82948,0,0.508,0,0,0,0.508,3.75112,0.762,0,0.49092,0.48154,0.33741,0.64723,0.03084,391.3977,18.55442,0.33034,0,0,0,0,0,22.9712,0,0,0,0.10327
,2007-01-09,0,-6.803,76.05,0.794,0,0,9.31,2.08484,0,0,0,0,0,0,3.75112,0.762,0,0.2636,0.2564,0.33702,0.64719,0.03021,391.35013,18.13575,0.28941,0,0,0,0,0,23.1209,0,0,0,0.10394
,2007-01-10,0,-9.4535,77.95,1.056,0,0,8.59,2.21547,0,0,0,0,0,0,3.75112,0.762,0,0.23733,0.22954,0.33665,0.64711,0.02962,391.28723,17.74902,0.25585,0,0,0,0,0,20.44009,0,0,0,0.10462
,2007-01-11,0,-9.5025,81.8,3.448,0,0,7.04,2.28051,0,0,0,0,0,0,3.75112,0.762,0,0.2394,0.23008,0.3385,0.6515,0.02959,393.50945,17.73697,0.3918,0,0,0,0,0,20.70147,0,0,0,0.09249
,2007-01-12,0,-16.79,75,2.648,0,0,8.11,2.48123,0,0,0,0,0,0,3.75112,0.762,0,0.17863,0.17035,0.33814,0.65145,0.02897,393.47172,17.33624,0.30605,0,0,0,0,0,19.19187,0,0,0,0.09367
,2007-01-13,0,-19.685,74.35,1.123,0,0,10.51,2.76518,0,0,0,0,0,0,3.75112,0.762,0,0.14982,0.14195,0.33858,0.65143,0.02975,393.44803,17.87972,1.06023,0,0,0,0,0,20.12583,0,0,0,0.08684
,2007-01-14,0,-18.155,82.25,2.042,0,0,6.467,2.53103,0,0,0,0,0,0,3.75112,0.762,0,0.13829,0.13027,0.33803,0.6514,0.0288,393.42544,17.24867,0.5628,0,0,0,0,0,20.51995,0,0,0,0.09107
,2007-01-15,0,-20.28,77.45,0.79,0,0,10.2,2.89688,0,0,0,0,0,0,3.75112,0.762,0,0.14301,0.13396,0.33767,0.65134,0.0282,393.38886,16.85242,0.37649,0,0,0,0,0,19.08071,0,0,0,0.09285
,2007-01-16,0,-17.435,71.2,0.706,0,0,10.22,2.79848,0,0,0,0,0,0,3.75112,0.762,0,0.17911,0.16676,0.33804,0.65122,0.02894,393.31105,17.37098,1.11536,0,0,0,0,0,20.0682,0,0,0,0.08634
,2007-01-17,0,-17.0645,74,0.903,0,0,10.27,2.86021,0,0,0,0,0,0,3.75112,0.762,0,0.18339,0.16939,0.33746,0.65108,0.02803,393.22508,16.76173,0.56736,0,0,0,0,0,18.77882,0,0,0,0.09081
,2007-01-18,0,-11.6065,65.95,4.882,0,0,10.5,2.66458,0,0,0,0,0,0,3.75112,0.762,0,0.3435,0.31467,0.33762,0.6507,0.02864,392.98713,17.18338,1.26755,0,0,0,0,0,19.91745,0,0,0,0.08497
,2007-01-19,0,-12.84,67.2,0.92,0,0,10.47,2.7846,0,0,0,0,0,0,3.75112,0.762,0,0.25448,0.22922,0.33696,0.65044,0.02768,392.83326,16.54688,0.60511,0,0,0,0,0,18.69134,0,0,0,0.09012
,2007-01-20,0,-14.7655,76.5,0.773,0,0,6.697,2.69671,0,0,0,0,0,0,3.75112,0.762,0,0.19781,0.17597,0.33719,0.65047,0.02799,392.86333,16.78679,1.29515,0,0,0,0,0,19.85589,0,0,0,0.08458
,2007-01-21,0,-9.4685,82.75,5.174,0,0,6.259,2.65089,0,0,0,0,0,0,3.75112,0.762,0,0.24899,0.21934,0.33654,0.65017,0.02711,392.67953,16.18876,0.60852,0,0,0,0,0,18.58411,0,0,0,0.08985
,2007-01-22,0.762,-14.97,87.35,0.449,0,0.762,9.65,3.1,0,0.762,0,0,0,0.762,7.70535,1.524,0,0.20307,0.17649,0.33681,0.64995,0.02777,392.53978,16.64343,1.29904,0,0,0,0,0,19.75096,0,0,0,0.08409
,2007-01-23,0,-8.495,74.5,0.783,0,0,10.43,2.96617,0,0,0,0,0,0,7.70535,1.524,0,0.31509,0.27076,0.33612,0.64956,0.02689,392.30283,16.04981,0.6079,0,0,0,0,0,18.50673,0,0,0,0.08937
,2007-01-24,0,-6.9695,74,0.63,0,0,10.63,3.00733,0,0,0,0,0,0,7.70535,1.524,0,0.34358,0.28927,0.33627,0.64924,0.02739,392.11298,16.41211,1.30104,0,0,0,0,0,19.6729,0,0,0,0.08374
,2007-01-25,0,-8.295,79.3,0.463,0,0,10.78,3.16507,0,0,0,0,0,0,7.70535,1.524,0,0.31932,0.26214,0.33559,0.64887,0.02652,391.88511,15.82134,0.60763,0,0,0,0,0,18.41186,0,0,0,0.08902
,2007-01-26,0,-6.6475,73.55,2.11,0,0,10.47,3.12467,0,0,0,0,0,0,7.70535,1.524,0,0.39073,0.31275,0.33572,0.64839,0.02718,391.59234,16.27346,1.30756,0,0,0,0,0,19.58169,0,0,0,0.08331
,2007-01-27,0,-11.137,79,2.564,0,0,8.68,3.15451,0,0,0,0,0,0,7.70535,1.524,0,0.27007,0.20916,0.33509,0.64808,0.02633,391.40286,15.69897,0.60922,0,0,0,0,0,18.30521,0,0,0,0.0886
,2007-01-28,0,-13.5415,76.9,0.62,0,0,11.16,3.55218,0,0,0,0,0,0,7.70535,1.524,0,0.26488,0.20134,0.33533,0.64778,0.027,391.22119,16.16018,1.31621,0,0,0,0,0,19.48171,0,0,0,0.08283
,2007-01-29,0,-12.349,71.7,0.853,0,0,11.93,3.63887,0,0,0,0,0,0,7.70535,1.524,0,0.30242,0.22617,0.33468,0.64744,0.02615,391.01469,15.58635,0.61104,0,0,0,0,0,18.19256,0,0,0,0.08815
,2007-01-30,0,-12.339,73.4,1.301,0,0,8.78,3.33434,0,0,0,0,0,0,7.70535,1.524,0,0.28195,0.20723,0.33491,0.64713,0.02683,390.82712,16.05439,1.32434,0,0,0,0,0,19.37498,0,0,0,0.08232
,2007-01-31,0,-10.5465,72.15,2.436,0,0,10.38,3.54336,0,0,0,0,0,0,7.70535,1.524,0,0.3402,0.24651,0.33425,0.64676,0.02598,390.60018,15.48098,0.61345,0,0,0,0,0,18.07161,0,0,0,0.08767
,2007-02-01,0,-14.864,70.75,3.536,0,0,6.749,3.19614,0,0,0,0,0,0,7.70535,1.524,0,0.25374,0.18056,0.33451,0.64649,0.02667,390.43902,15.95607,1.33465,0,0,0,0,0,19.26213,0,0,0,0.08177
,2007-02-02,0,-17.264,55.8,1.898,0,0,12,4.05818,0,0,0,0,0,0,7.70535,1.524,0,0.28696,0.20183,0.33388,0.64619,0.02582,390.25634,15.38261,0.61667,0,0,0,0,0,17.94765,0,0,0,0.08716
,2007-02-03,0,-12.44,77.1,1.612,0,0,12.2,4.1041,0,0,0,0,0,0,7.70535,1.524,0,0.30702,0.21256,0.33413,0.64587,0.02652,390.06261,15.86357,1.34419,0,0,0,0,0,19.14551,0,0,0,0.08121
,2007-02-04,0,-8.655,84.2,0.645,0,0,10.84,3.91726,0,0,0,0,0,0,7.70535,1.524,0,0.36233,0.24582,0.33346,0.6455,0.02567,389.83526,15.29021,0.62003,0,0,0,0,0,19.61209,0,0,0,0.08663
,2007-02-05,0,-6.436,73.2,0.689,0,0,10.35,3.79384,0,0,0,0,0,0,7.70535,1.524,0,0.42913,0.28245,0.33296,0.64506,0.02516,389.57085,14.95067,0.3883,0,0,0,0,0,18.03558,0,0,0,0.08874
,2007-02-06,0,-2.043,75.1,1.346,0,0,10.88,3.89832,0,0,0,0,0,0,7.70535,1.524,0,0.5468,0.34528,0.33326,0.64452,0.02616,389.24317,15.63487,1.17428,0,0,0,0,0,19.05688,0,0,0,0.08161
,2007-02-07,0,-5.069,92,1.338,0,0,7.13,3.48385,0,0,0,0,0,0,7.70535,1.524,0,0.33819,0.20223,0.33267,0.64422,0.02538,389.05806,15.10971,0.57941,0,0,0,0,0,19.47709,0,0,0,0.08623
,2007-02-08,0,-5.0655,95.6,0.986,0,0,6.611,3.44456,0,0,0,0,0,0,7.70535,1.524,0,0.33302,0.19506,0.33226,0.64392,0.02491,388.87956,14.79259,0.37352,0,0,0,0,0,17.84986,0,0,0,0.08813
,2007-02-09,0,-4.861,95.45,1.395,0,0,7.07,3.57102,0,0,0,0,0,0,7.70535,1.524,0,0.32685,0.18787,0.33272,0.64364,0.02595,388.70772,15.51165,1.17754,0,0,0,0,0,18.87056,0,0,0,0.08077
,2007-02-10,0,-2.8815,90.45,0.851,0,0,11.26,4.38571,0,0,0,0,0,0,7.70535,1.524,0,0.50045,0.28279,0.33206,0.6432,0.02518,388.44042,14.98983,0.58239,0,0,0,0,0,19.28914,0,0,0,0.08539
,2007-02-11,0,-1.6215,83.65,0.873,0,0,11.09,4.35906,0,0,0,0,0,0,7.70535,1.524,0,0.55961,0.30456,0.33156,0.64272,0.02471,388.15086,14.67579,0.37747,0,0,0,0,0,17.62412,0,0,0,0.08728
,2007-02-12,0,-2.747,86.2,3.372,0,0,8.99,4.04013,0,0,0,0,0,0,7.70535,1.524,0,0.42717,0.22356,0.332,0.64238,0.02579,387.94177,15.41223,1.20431,0,0,0,0,0,18.6656,0,0,0,0.07975
,2007-02-13,0,-9.5765,82.45,2.809,0,0,7.33,3.78388,0,0,0,0,0,0,7.70535,1.524,0,0.30587,0.15744,0.33144,0.64214,0.02501,387.79825,14.88723,0.59415,0,0,0,0,0,19.09076,0,0,0,0.08446
,2007-02-14,0.508,-10.184,78.15,0.855,0,0.508,10.72,4.54686,0,0.508,0,0,0,0.508,10.27279,2.032,0,0.38949,0.2001,0.33103,0.64183,0.02454,387.61156,14.57333,0.38502,0,0,0,0,0,17.39974,0,0,0,0.08638
,2007-02-15,0.762,-13.64,82.55,1.133,0,0.762,12.47,5.11336,0,0.762,0,0,0,0.762,14.22703,2.794,0,0.32844,0.16696,0.33153,0.64158,0.02563,387.45753,15.32126,1.2288,0,0,0,0,0,18.46187,0,0,0,0.07873
,2007-02-16,0,-3.209,67,5.792,0,0,7.32,3.81689,0,0,0,0,0,0,14.22703,2.794,0,0.64923,0.32887,0.33082,0.64107,0.02484,387.14783,14.78649,0.60353,0,0,0,0,0,18.89085,0,0,0,0.08354
,2007-02-17,0,-1.517,67.7,2.37,0,0,13.99,5.19802,0,0,0,0,0,0,14.22703,2.794,0,0.75608,0.3701,0.33026,0.64049,0.02436,386.7963,14.46598,0.39296,0,0,0,0,0,19.10371,0,0,0,0.08548
,2007-02-18,0,-4.1375,76.8,0.8,0,0,13.14,5.23284,0,0,0,0,0,0,14.22703,2.794,0,0.61291,0.28988,0.32985,0.64003,0.02404,386.5207,14.25108,0.29524,0,0,0,0,0,19.21496,0,0,0,0.08644
,2007-02-19,0,0.4805,82.65,1.95,0,0,10.48,4.7278,0,0,0,0,0,0,14.22703,2.794,0,0.636,0.29662,0.32949,0.63959,0.02377,386.25744,14.07339,0.24187,0,0,0,0,0,17.28532,0,0,0,0.08695
,2007-02-20,0,-1.9835,76.25,0.962,0,0,12.55,5.21712,0,0,0,0,0,0,14.22703,2.794,0,0.67687,0.31138,0.33005,0.6391,0.02519,385.95647,15.04529,1.10226,0,0,0,0,0,18.20552,0,0,0,0.07821
,2007-02-21,0,0.84,66.85,1.502,0,0,14.51,5.603,0,0,0,0,0,0,14.22703,2.794,0,0.88448,0.40085,0.32932,0.63845,0.02447,385.56566,14.56024,0.57886,0,0,0,0,0,18.5939,0,0,0,0.08238
,2007-02-22,0,-0.9545,82.75,1.321,0,0,14.93,6.00276,0,0,0,0,0,0,14.22703,2.794,0,0.74047,0.32615,0.32881,0.63793,0.02403,385.2492,14.26697,0.39168,0,0,0,0,0,18.78977,0,0,0,0.08414
,2007-02-23,0,1.3425,74.2,2.851,0,0,10.53,4.90128,0,0,0,0,0,0,14.22703,2.794,0,0.77197,0.33543,0.32838,0.63739,0.02373,384.9231,14.06723,0.30208,0,0,0,0,0,18.89145,0,0,0,0.08502
,2007-02-24,0,-0.022,66.75,10.787,0,0,12.4,5.34526,0,0,0,0,0,0,14.22703,2.794,0,0.89896,0.3836,0.32794,0.63677,0.02351,384.54851,13.92037,0.25323,0,0,0,0,0,18.93962,0,0,0,0.08548
,2007-02-25,0,-4.0015,72.6,1.469,0,0,10.22,4.94618,0,0,0,0,0,0,14.22703,2.794,0,0.60275,0.24701,0.32765,0.63637,0.02334,384.31021,13.80633,0.22492,0,0,0,0,0,18.95676,0,0,0,0.0857
,2007-02-26,0,0.7355,61.5,2.637,0,0,15.91,6.2597,0,0,0,0,0,0,14.22703,2.794,0,1.02236,0.41244,0.32724,0.63571,0.0232,383.90615,13.71411,0.20593,0,0,0,0,0,18.95116,0,0,0,0.08578
,2007-02-27,0,2.3975,70.4,2.911,0,0,14.19,6.03439,0,0,0,0,0,0,14.22703,2.794,0,0.97178,0.35664,0.32689,0.63514,0.02308,383.55763,13.63705,0.19469,0,0,0,0,0,18.9325,0,0,0,0.08575
,2007-02-28,0,-2.103,61.3,2.514,0,0,5.17,3.73097,0,0,0,0,0,0,14.22703,2.794,0,0.68308,0.23883,0.32664,0.63476,0.02298,383.32664,13.57101,0.1858,0,0,0,0,0,18.90404,0,0,0,0.08567
,2007-03-01,0,-3.008,59.4,5.711,0,0,15.13,6.33645,0,0,0,0,0,0,14.22703,2.794,0,0.88836,0.31118,0.32634,0.63426,0.02289,383.02302,13.51323,0.17881,0,0,0,0,0,18.86726,0,0,0,0.08554
,2007-03-02,0,-2.84,44.45,8.947,0,0,15.95,6.41686,0,0,0,0,0,0,14.22703,2.794,0,1.16188,0.39114,0.32598,0.63363,0.02281,382.63919,13.46178,0.17419,0,0,0,0,0,18.82431,0,0,0,0.08537
,2007-03-03,0,-1.287,43.55,5.47,0,0,16.97,6.68467,0,0,0,0,0,0,14.22703,2.794,0,1.24737,0.38956,0.32563,0.633,0.02274,382.25673,13.41529,0.17116,0,0,0,0,0,18.7771,0,0,0,0.08518
,2007-03-04,0,0.405,55.7,1.645,0,0,16.67,6.85631,0,0,0,0,0,0,14.22703,2.794,0,1.09649,0.32436,0.32533,0.63247,0.02267,381.93924,13.37279,0.16881,0,0,0,0,0,18.72664,0,0,0,0.08496
,2007-03-05,0,3.4235,63.4,1.248,0,0,13.61,6.19298,0,0,0,0,0,0,14.22703,2.794,0,1.08717,0.31722,0.32504,0.63196,0.02261,381.62866,13.33356,0.16691,0,0,0,0,0,18.67331,0,0,0,0.08474
,2007-03-06,0,7.064,56.65,1.648,0,0,14.66,6.45232,0,0,0,0,0,0,11.01425,2.16305,0.63095,1.39901,0.66734,0.32498,0.63181,0.02261,381.54372,13.33872,0.17888,0,0,0,0,0,18.63048,0,0,0,0.08449
,2007-03-07,0,7.8285,55.55,1.341,0,0,16.93,7.12689,0,0,0,0,0,0,0,0,2.16305,1.52101,1.33256,0.3256,0.63284,0.02277,382.18795,13.4502,0.212,0,0,0,0,0,18.62421,0,0,0,0.0843
,2007-03-08,0,7.364,57.45,2.92,0,0,8.99,5.00452,0,0,0,0,0,0,0,0,0,1.33442,0.82758,0.3249,0.6315,0.0227,381.37486,13.40936,0.16032,0,0,0,0,0,18.56116,0,0,0,0.08427
,2007-03-09,0,6.3405,52.35,2.106,0,0,12.95,6.10333,0,0,0,0,0,0,0,0,0,1.41112,0.53473,0.32444,0.63063,0.02264,380.8528,13.37182,0.16397,0,0,0,0,0,18.50055,0,0,0,0.08399
,2007-03-10,1.778,8.259,62.5,2.448,1.778,0,9.49,5.2715,1.778,0,0,0,0,1.778,0,0,0,1.29173,1.0878,0.32495,0.63154,0.02272,381.42179,13.43172,0.2019,0,0,0,0,0,18.48073,0,0,0,0.08371
,2007-03-11,0.254,7.758,61.05,1.45,0.20587,0.04813,17.28,7.6496,0.20587,0.04813,0,0,0,0.254,0,0,0.254,1.54193,1.0334,0.32429,0.63024,0.02268,380.63374,13.41236,0.16602,0,0,0,0,0,18.42004,0,0,0,0.08362
,2007-03-12,0,10.4685,54.65,1.544,0,0,17.7,7.73934,0,0,0,0,0,0,0,0,0,1.80523,0.65388,0.32373,0.62918,0.02263,379.99571,13.37489,0.16471,0,0,0,0,0,18.35708,0,0,0,0.08335
,2007-03-13,0,11.656,51.1,1.858,0,0,16.58,7.40701,0,0,0,0,0,0,0,0,0,1.92302,0.57463,0.32324,0.62825,0.02257,379.43469,13.34047,0.16512,0,0,0,0,0,18.29357,0,0,0,0.08306
,2007-03-14,0,8.8165,54.45,2.112,0,0,13.25,6.50789,0,0,0,0,0,0,0,0,0,1.58548,0.43535,0.32286,0.62754,0.02252,379.01123,13.30848,0.16567,0,0,0,0,0,18.22991,0,0,0,0.08278
,2007-03-15,0,2.458,64.55,3.199,0,0,12.01,6.27009,0,0,0,0,0,0,0,0,0,1.08291,0.29158,0.32261,0.62707,0.02247,378.73012,13.27855,0.166,0,0,0,0,0,18.16613,0,0,0,0.08249
,2007-03-16,0,7.3245,55.5,1.301,0,0,15.69,7.3798,0,0,0,0,0,0,0,0,0,1.52614,0.41688,0.32225,0.6264,0.02242,378.32268,13.25023,0.16619,0,0,0,0,0,18.1015,0,0,0,0.0822
,2007-03-17,0,11.721,48.9,1.668,0,0,18.82,8.30257,0,0,0,0,0,0,0,0,0,2.07458,0.55103,0.32178,0.6255,0.02238,377.78036,13.22313,0.167,0,0,0,0,0,18.03647,0,0,0,0.08191
,2007-03-18,0,11.8945,46.1,2.749,0,0,15.27,7.2144,0,0,0,0,0,0,0,0,0,2.13548,0.54119,0.32132,0.62461,0.02234,377.24738,13.19701,0.16804,0,0,0,0,0,17.97163,0,0,0,0.08161
,2007-03-19,0,9.4065,53.2,3.575,0,0,18.32,8.37034,0,0,0,0,0,0,0,0,0,2.00002,0.49638,0.32089,0.6238,0.0223,376.75874,13.17176,0.16877,0,0,0,0,0,17.90675,0,0,0,0.08132
,2007-03-20,0,12.6165,51.2,1.876,0,0,16.77,7.93519,0,0,0,0,0,0,0,0,0,2.0745,0.51093,0.32046,0.62357,0.02156,376.66422,12.73823,0.16945,0,0,0,0,0,17.84171,0,0,0,0.08103
,2007-03-21,0,12.023,47.7,2.244,0,0,13.57,6.87913,0,0,0,0,0,0,0,0,0,1.98625,0.4843,0.32004,0.62278,0.02152,376.18689,12.71448,0.17025,0,0,0,0,0,17.77671,0,0,0,0.08073
,2007-03-22,0,9.508,56.1,1.303,0,0,15.63,7.72863,0,0,0,0,0,0,0,0,0,1.70108,0.41302,0.31969,0.6221,0.02149,375.78055,12.69134,0.17098,0,0,0,0,0,17.71183,0,0,0,0.08044
,2007-03-23,2.794,10.834,59.2,3.197,2.794,0,14.82,7.57501,2.794,0,0,0,0,2.794,0,0,0,1.86406,1.64532,0.32057,0.6236,0.0217,376.70835,12.83911,0.22854,0,0,0,0,0,17.70946,0,0,0,0.08014
,2007-03-24,15.49,6.7345,86.4,3.874,15.49,0,3.272,3.4787,15.49,0,0,0,0,15.49,0,0,0,0.62321,0.62295,0.33249,0.64414,0.02489,389.21549,14.83839,0.51139,0,0,0,0,0,18.06137,0,0,0,0.08013
,2007-03-25,0,12.655,59.1,1.271,0,0,20.21,9.62903,0,0,0,0,0,0,0,0,0,2.18192,2.18086,0.33068,0.64181,0.0235,387.85571,14.00124,0.09542,0,0,0,0,0,17.98538,0,0,0,0.08173
,2007-03-26,0,11.005,62.65,2.255,0,0,18.3,9.03802,0,0,0,0,0,0,0,0,0,1.96381,1.95072,0.32907,0.63942,0.02264,386.40693,13.48387,0.10511,0,0,0,0,0,17.91005,0,0,0,0.08138
,2007-03-27,3.556,12.365,68.25,4.201,3.556,0,12.17,6.92796,3.556,0,0,0,0,3.556,0,0,0,1.71598,1.67847,0.33049,0.64136,0.02343,387.63312,13.99266,0.24161,0,0,0,0,0,17.97706,0,0,0,0.08104
,2007-03-28,0,9.709,54.15,5.277,0,0,20.45,9.68994,0,0,0,0,0,0,0,0,0,2.21121,2.01254,0.32883,0.6385,0.02301,385.87025,13.7271,0.10945,0,0,0,0,0,17.90101,0,0,0,0.08134
,2007-03-29,0.254,-1.4485,83.35,8.553,0,0.254,6.223,4.6989,0,0.254,0,0,0,0.254,1.00719,0.254,0,0.49271,0.43715,0.32846,0.63808,0.0227,385.60557,13.53967,0.11912,0,0,0,0,0,17.83261,0,0,0,0.081
,2007-03-30,0,-0.1245,73.8,1.461,0,0,16.71,8.70431,0,0,0,0,0,0,0,0,0.254,1.11452,0.99641,0.32783,0.63692,0.02261,384.89626,13.48381,0.12928,0,0,0,0,0,17.77032,0,0,0,0.08069
,2007-03-31,0,5.5425,61.2,5.089,0,0,20.76,10.09572,0,0,0,0,0,0,0,0,0,1.68573,1.50321,0.32658,0.63457,0.02248,383.45578,13.40598,0.12598,0,0,0,0,0,17.69683,0,0,0,0.08041
,2007-04-01,0,9.1785,55.55,2.003,0,0,17.98,9.04726,0,0,0,0,0,0,0,0,0,1.93589,1.82492,0.32507,0.63164,0.02237,381.68808,13.33347,0.13434,0,0,0,0,0,17.62258,0,0,0,0.08008
,2007-04-02,0,11.992,54.45,2.94,0,0,20.08,9.89118,0,0,0,0,0,0,0,0,0,2.35644,2.16939,0.32328,0.62814,0.02225,379.57396,13.26241,0.14432,0,0,0,0,0,17.54704,0,0,0,0.07974
,2007-04-03,0,4.6785,56.9,3.245,0,0,20.9,10.22729,0,0,0,0,0,0,0,0,0,1.72387,1.35446,0.32215,0.62601,0.0221,378.29581,13.16945,0.15676,0,0,0,0,0,17.47577,0,0,0,0.0794
,2007-04-04,0,5.473,59.9,2.084,0,0,17.26,8.96536,0,0,0,0,0,0,0,0,0,1.60164,1.05485,0.32127,0.62435,0.02199,377.29031,13.10224,0.16649,0,0,0,0,0,17.40816,0,0,0,0.07908
,2007-04-05,0,5.911,61.5,3.596,0,0,16.85,8.87576,0,0,0,0,0,0,0,0,0,1.60439,0.68099,0.32069,0.6233,0.02189,376.65135,13.04075,0.17447,0,0,0,0,0,17.34809,0,0,0,0.07877
,2007-04-06,0,-1.8145,70.65,2.328,0,0,5.628,4.58949,0,0,0,0,0,0,0,0,0,0.6649,0.2195,0.3205,0.623,0.0218,376.46723,12.98401,0.17714,0,0,0,0,0,17.29054,0,0,0,0.0785
,2007-04-07,0,-4.3335,80.95,2.836,0,0,4.064,3.95348,0,0,0,0,0,0,0,0,0,0.44316,0.14831,0.32035,0.62281,0.02171,376.3482,12.93125,0.17967,0,0,0,0,0,17.23537,0,0,0,0.07824
,2007-04-08,0,-1.215,86.15,1.758,0,0,6.269,4.8651,0,0,0,0,0,0,0,0,0,0.57339,0.1977,0.32017,0.62252,0.02163,376.17548,12.88061,0.18228,0,0,0,0,0,17.18233,0,0,0,0.07799
,2007-04-09,0,9.0775,59.65,1.909,0,0,20.25,10.36071,0,0,0,0,0,0,0,0,0,2.05009,0.70496,0.31956,0.62201,0.02087,375.89763,12.42568,0.18514,0,0,0,0,0,17.12953,0,0,0,0.07775
,2007-04-10,2.286,4.6165,53.35,7.596,0.93426,1.35174,20.92,10.5166,0.93426,1.35174,0,0,0,2.286,0,0,2.286,1.80761,1.5738,0.32009,0.62288,0.021,376.44028,12.51802,0.23741,0,0,0,0,0,17.13176,0,0,0,0.07751
,2007-04-11,0,3.7825,45.4,6.012,0,0,23.91,11.54167,0,0,0,0,0,0,0,0,0,1.97167,0.98086,0.31925,0.62131,0.02091,375.48532,12.46064,0.18916,0,0,0,0,0,17.08026,0,0,0,0.07752
,2007-04-12,0,0.905,63.8,3.044,0,0,14.46,8.20851,0,0,0,0,0,0,0,0,0,1.17321,0.2811,0.319,0.62091,0.02082,375.22867,12.40335,0.19597,0,0,0,0,0,17.0356,0,0,0,0.07729
,2007-04-13,0.254,1.537,76.25,1.763,0,0.254,10.06,6.50297,0,0.254,0,0,0,0.254,0,0,0.254,0.92412,0.31398,0.31891,0.6208,0.02076,375.16834,12.36472,0.20232,0,0,0,0,0,16.99793,0,0,0,0.07708
,2007-04-14,0,6.36,53.05,1.491,0,0,24.05,11.90362,0,0,0,0,0,0,0,0,0,2.1297,0.68294,0.31832,0.61971,0.02068,374.50427,12.31125,0.19751,0,0,0,0,0,16.95364,0,0,0,0.07691
,2007-04-15,0,9.8415,43.75,2.688,0,0,23.11,11.34635,0,0,0,0,0,0,0,0,0,2.54781,0.67492,0.31774,0.61862,0.0206,373.8466,12.25899,0.19989,0,0,0,0,0,16.91084,0,0,0,0.07671
,2007-04-16,0,9.8765,57.35,5.341,0,0,14.11,8.13805,0,0,0,0,0,0,0,0,0,1.98849,0.47327,0.31732,0.61786,0.02052,373.38917,12.208,0.20112,0,0,0,0,0,16.86865,0,0,0,0.07652
,2007-04-17,0,11.4925,58.2,2.127,0,0,19.2,10.2681,0,0,0,0,0,0,0,0,0,2.2557,0.52475,0.31685,0.61712,0.02034,372.93939,12.09797,0.20187,0,0,0,0,0,16.82632,0,0,0,0.07633
,2007-04-18,0,11.6645,58.4,4.098,0,0,21.35,11.19244,0,0,0,0,0,0,0,0,0,2.43329,0.54053,0.31638,0.61626,0.02027,372.41236,12.04968,0.20266,0,0,0,0,0,16.7839,0,0,0,0.07614
,2007-04-19,0,10.801,44.85,4.938,0,0,25.02,12.2996,0,0,0,0,0,0,0,0,0,2.85052,0.6052,0.31585,0.61531,0.02017,371.83276,11.9897,0.20332,0,0,0,0,0,16.74115,0,0,0,0.07595
