@T, output
created_at,"Thu Dec 28 12:32:47 MST 2023"
date_format,yyyy-MM-dd
@H,time,ID,precip,tmean,rhum,wind,rain,snow,solRad,netRad,netRainOut,netSnowOut,irrigation_amount,interception,intercStorage,throughfall,snowDepth,snowTotSWE,snowMelt,potET,actET,soilSat,soilSatMPS,soilSatLPS,soilActMPS,soilActLPS,percolation,inRD1,inRD2,inRG1,inRG2,actRG1,actRG2,outRD1,outRD2,outRG1,outRG2,aTransp
Type,LocalDate,Integer,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double
Unit,-,-,mm,C,-,-,-,-,MJ/m2/day,MJ/m2,-,-,-,-,-,-,-,mm,-,mm,mm,-,-,-,-,-,l,-,l,-,-,-,-,l,l,-,-,mm
,2014-12-02,1,0,4.52,54.45,2.36806,0,0,8.47,1.48323,0,0,0,0,0,0,0,0,0,0.78593,0.07682,0.42722,0.89069,2.17891E-21,471.81294,1.25212E-18,9.85635E-16,0,0,0,0,0,32.12695,0,0,0,0.14603,0
,2014-12-03,1,0,1.1785,61,2.01968,0,0,8.03,1.61486,0,0,0,0,0,0,0,0,0,0.56943,0.05223,0.42717,0.89059,2.79685E-24,471.7607,1.60723E-21,1.10535E-18,0,0,0,0,0,31.98158,0,0,0,0.14537,0
,2014-12-04,1,0,-0.873,72.1,0.88981,0,0,3.631,2.07323,0,0,0,0,0,0,0,0,0,0.37869,0.03548,0.42714,0.89052,4.04592E-27,471.72523,2.32501E-24,1.42135E-21,0,0,0,0,0,31.83687,0,0,0,0.14471,0
,2014-12-05,1,0,4.862,60.65,1.78356,0,0,8.19,1.51782,0,0,0,0,0,0,0,0,0,0.63676,0.06419,0.42708,0.8904,6.49832E-30,471.66104,3.73429E-27,2.05612E-24,0,0,0,0,0,31.69281,0,0,0,0.14406,0
,2014-12-06,1,0,-0.421,80.7,0.92824,0,0,3.868,2.04536,0,0,0,0,0,0,0,0,0,0.33979,0.03339,0.42705,0.89034,1.14548E-32,471.62765,6.58256E-30,3.29837E-27,0,0,0,0,0,31.5494,0,0,0,0.14341,0
,2014-12-07,1,0,3.5635,62.4,1.00116,0,0,7.891,1.52267,0,0,0,0,0,0,0,0,0,0.46532,0.04934,0.42701,0.89024,2.19556E-35,471.57831,1.26169E-32,5.80203E-30,0,0,0,0,0,31.40664,0,0,0,0.14276,0
,2014-12-08,1,0,3.5635,62.4,1.00116,0,0,7.891,1.4987,0,0,0,0,0,0,0,0,0,0.46212,0.04995,0.42696,0.89015,4.54113E-38,471.52836,2.60958E-35,1.10907E-32,0,0,0,0,0,31.26453,0,0,0,0.14211,0
,2014-12-09,1,0,-1.3505,73.25,0.85961,0,0,4.023,1.98218,0,0,0,0,0,0,0,0,0,0.35221,0.03867,0.42693,0.89008,1.00711E-40,471.48969,5.78743E-38,2.28667E-35,0,0,0,0,0,31.12306,0,0,0,0.14147,0
,2014-12-10,1,0,2.72,55.35,1.06019,0,0,7.612,1.39722,0,0,0,0,0,0,0,0,0,0.49194,0.05686,0.42688,0.88997,2.38195E-43,471.43283,1.3688E-40,5.05354E-38,0,0,0,0,0,30.98224,0,0,0,0.14083,0
,2014-12-11,1,0,4.11,55.15,0.94676,0,0,8.67,1.21228,0,0,0,0,0,0,0,0,0,0.47297,0.05403,0.42683,0.88987,5.97999E-46,471.3788,3.43643E-43,1.19075E-40,0,0,0,0,0,30.84204,0,0,0,0.14019,0
,2014-12-12,1,0,3.42,56.15,1.05324,0,0,8.44,1.25038,0,0,0,0,0,0,0,0,0,0.48056,0.05478,0.42678,0.88976,1.58713E-48,471.32402,9.1205E-46,2.97768E-43,0,0,0,0,0,30.70249,0,0,0,0.13956,0
,2014-12-13,1,0,3.115,57.15,0.94097,0,0,5.4,1.69388,0,0,0,0,0,0,0,0,0,0.5032,0.05708,0.42673,0.88966,4.4372E-51,471.26694,2.54986E-48,7.87086E-46,0,0,0,0,0,30.56356,0,0,0,0.13893,0
,2014-12-14,1,0,-1.78,84.35,4.59838,0,0,1.661,2.15778,0,0,0,0,0,0,0,0,0,0.34803,0.03898,0.42669,0.88958,1.30261E-53,471.22797,7.48548E-51,2.19137E-48,0,0,0,0,0,30.42527,0,0,0,0.1383,0
,2014-12-15,1,0,-1.402,67.05,3.70023,0,0,6.533,1.6347,0,0,0,0,0,0,0,0,0,0.53734,0.06309,0.42664,0.88946,4.00394E-56,471.16487,2.30088E-53,6.40603E-51,0,0,0,0,0,30.28759,0,0,0,0.13767,0
,2014-12-16,1,0,-6.4525,86.35,0.9206,0,0,3.771,1.9959,0,0,0,0,0,0,0,0,0,0.2253,0.02553,0.42661,0.88941,1.28535E-58,471.13934,7.38633E-56,1.96073E-53,0,0,0,0,0,30.15055,0,0,0,0.13705,0
,2014-12-17,1,0,-4.699,83.6,0.92523,0,0,5.067,1.88379,0,0,0,0,0,0,0,0,0,0.24829,0.03078,0.42658,0.88936,4.29944E-61,471.10856,2.4707E-58,6.26759E-56,0,0,0,0,0,30.01412,0,0,0,0.13643,0
,2014-12-18,1,0,-1.509,71.65,0.79259,0,0,7.67,1.54072,0,0,0,0,0,0,0,0,0,0.30212,0.04007,0.42655,0.88928,1.49536E-63,471.06849,8.59316E-61,2.08756E-58,0,0,0,0,0,29.87831,0,0,0,0.13581,0
,2014-12-19,1,0,-1.235,59.95,1.36921,0,0,8.39,1.31691,0,0,0,0,0,0,0,0,0,0.41502,0.05694,0.4265,0.88917,5.39748E-66,471.01155,3.10169E-63,7.22977E-61,0,0,0,0,0,29.74311,0,0,0,0.1352,0
,2014-12-20,1,0,-0.475,60.6,1.12963,0,0,5.567,1.69212,0,0,0,0,0,0,0,0,0,0.43538,0.05836,0.42644,0.88906,2.0183E-68,470.9532,1.15982E-65,2.59854E-63,0,0,0,0,0,29.60853,0,0,0,0.13458,0
,2014-12-21,1,0,1.125,62.8,2.44676,0,0,5.092,1.76401,0,0,0,0,0,0,0,0,0,0.60274,0.0786,0.42637,0.88891,7.80598E-71,470.87459,4.48575E-68,9.67598E-66,0,0,0,0,0,29.47455,0,0,0,0.13398,0
,2014-12-22,1,0,2.1095,56.55,5.3044,0,0,3.381,1.97801,0,0,0,0,0,0,0,0,0,0.94381,0.11197,0.42627,0.8887,3.11798E-73,470.76262,1.79177E-70,3.72668E-68,0,0,0,0,0,29.34118,0,0,0,0.13337,0
,2014-12-23,1,0,-3.002,51.55,7.0162,0,0,5.838,1.63519,0,0,0,0,0,0,0,0,0,0.81138,0.07839,0.4262,0.88856,1.28448E-75,470.68423,7.38134E-73,1.4824E-70,0,0,0,0,0,29.20842,0,0,0,0.13277,0
,2014-12-24,1,0,-3.9465,59.45,0.87593,0,0,6.926,1.57745,0,0,0,0,0,0,0,0,0,0.33144,0.02965,0.42617,0.8885,5.45052E-78,470.65458,3.13217E-75,6.08183E-73,0,0,0,0,0,29.07625,0,0,0,0.13216,0
,2014-12-25,1,2,-0.1665,76.3,3.15509,0,2,2.221,2.13092,0,2,0,0,0,2,7.99394,1.97332,0.02668,0.46979,0.05139,0.42615,0.88845,4.60334E-12,470.62987,2.64533E-9,2.62183E-8,0,0,0,0,0,28.94469,0,0,0,0.13157,0
,2014-12-26,1,0,-8.9855,90.8,1.56134,0,0,7.283,1.86433,0,0,0,0,0,0,7.99394,1.97332,0,0.16645,0.01827,0.42613,0.88842,3.39962E-14,470.6116,1.95361E-11,8.61131E-10,0,0,0,0,0,28.81372,0,0,0,0.13097,0
,2014-12-27,1,0,-15.7545,85.25,1.0162,0,0,4.615,2.05208,0,0,0,0,0,0,7.99394,1.97332,0,0.13495,0.01655,0.42612,0.88839,2.77975E-17,470.59506,1.5974E-14,1.76928E-11,0,0,0,0,0,28.68334,0,0,0,0.13038,0
,2014-12-28,1,5,-13.7265,80.6,1.30208,0,5,4.686,2.03163,0,5,0,0,0,5,33.94034,6.97332,3.93249E-8,0.16763,0.02295,0.4261,0.88834,1.23413E-17,470.57211,7.09199E-15,4.57541E-13,0,0,0,0,0,28.55355,0,0,0,0.12979,0
,2014-12-29,1,0,-12.64,86.4,4.10995,0,0,5.29,2.02509,0,0,0,0,0,0,33.94034,6.97332,0,0.15683,0.02335,0.42608,0.8883,2.24693E-20,470.54876,1.29121E-17,1.88058E-15,0,0,0,0,0,28.42435,0,0,0,0.1292,0
,2014-12-30,1,0,-23.385,79.5,1.49653,0,0,5.591,2.2046,0,0,0,0,0,0,33.94034,6.97332,0,0.09161,0.01474,0.42606,0.88827,4.68656E-23,470.53402,2.69316E-20,5.4193E-18,0,0,0,0,0,28.29573,0,0,0,0.12862,0
,2014-12-31,1,0,-23.385,79.5,1.49653,0,0,5.591,2.22042,0,0,0,0,0,0,33.94034,6.97332,0,0.09201,0.01637,0.42605,0.88824,1.02729E-25,470.51765,5.90336E-23,1.3864E-20,0,0,0,0,0,28.16769,0,0,0,0.12803,0
,2015-01-01,1,0,-14.5095,67.2,1.28935,0,0,7.637,1.98184,0,0,0,0,0,0,33.94034,6.97332,0,0.19745,0.03841,0.42601,0.88817,2.34832E-28,470.47925,1.34948E-25,3.42044E-23,0,0,0,0,0,28.04024,0,0,0,0.12746,0
,2015-01-02,1,0,-8.7485,80.9,1.19907,0,0,8.56,1.90469,0,0,0,0,0,0,33.94034,6.97332,0,0.21556,0.04276,0.42598,0.88809,5.59873E-31,470.43649,3.21734E-28,8.44237E-26,0,0,0,0,0,27.91336,0,0,0,0.12688,0
,2015-01-03,1,7,-11.5335,86.35,2.62153,0,7,3.541,2.13821,0,7,0,0,0,7,70.26529,13.97332,2.30926E-14,0.17504,0.03492,0.42594,0.88802,1.85061E-23,470.40157,1.06346E-20,4.41337E-19,0,0,0,0,0,27.78706,0,0,0,0.1263,0
,2015-01-04,1,0,-15.697,77.3,0.9294,0,0,7.28,2.15153,0,0,0,0,0,0,70.26529,13.97332,0,0.15813,0.03246,0.42591,0.88796,4.48732E-26,470.36911,2.57866E-23,2.65889E-21,0,0,0,0,0,27.66132,0,0,0,0.12573,0
,2015-01-05,1,0,-9.2745,83,1.59722,0,0,5.187,2.11928,0,0,0,0,0,0,70.26529,13.97332,0,0.21811,0.04636,0.42587,0.88787,1.20234E-28,470.32275,6.90929E-26,1.04131E-23,0,0,0,0,0,27.53616,0,0,0,0.12516,0
,2015-01-06,1,0,-3.854,85.65,1.95833,0,0,7.329,2.05344,0,0,0,0,0,0,70.26529,13.97332,0,0.27483,0.05801,0.42582,0.88776,3.2862E-31,470.26474,1.88843E-28,3.45555E-26,0,0,0,0,0,27.41156,0,0,0,0.1246,0
,2015-01-07,1,0,-11.825,90.75,2.31944,0,0,6.734,2.21414,0,0,0,0,0,0,70.26529,13.97332,0,0.15263,0.03091,0.42579,0.8877,9.13526E-34,470.23383,5.24962E-31,1.06839E-28,0,0,0,0,0,27.28753,0,0,0,0.12403,0
,2015-01-08,1,0,-2.35,74.1,3.58796,0,0,9.12,1.95303,0,0,0,0,0,0,70.26529,13.97332,0,0.44081,0.09285,0.42571,0.88753,2.59499E-36,470.14099,1.49122E-33,3.21734E-31,0,0,0,0,0,27.16405,0,0,0,0.12347,0
,2015-01-09,1,0,-6.3945,83.65,1.76852,0,0,8.41,2.15647,0,0,0,0,0,0,70.26529,13.97332,0,0.25789,0.04682,0.42567,0.88744,7.56329E-39,470.09417,4.34628E-36,9.66084E-34,0,0,0,0,0,27.04114,0,0,0,0.12291,0
,2015-01-10,1,0,0.085,78.5,1.2963,0,0,6.519,2.15473,0,0,0,0,0,0,70.26529,13.97332,0,0.39011,0.07046,0.4256,0.88731,2.26788E-41,470.02371,1.30325E-38,2.93132E-36,0,0,0,0,0,26.91878,0,0,0,0.12236,0
,2015-01-11,1,0,-2.2735,89.05,2.10069,0,0,2.926,2.26147,0,0,0,0,0,0,70.26529,13.97332,0,0.28721,0.0479,0.42556,0.88722,7.00727E-44,469.97581,4.02676E-41,9.05811E-39,0,0,0,0,0,26.79698,0,0,0,0.1218,0
,2015-01-12,1,0,-5.2785,93.45,2.74653,0,0,4.197,2.29397,0,0,0,0,0,0,70.26529,13.97332,0,0.20447,0.03388,0.42553,0.88715,2.23273E-46,469.94194,1.28305E-43,2.86391E-41,0,0,0,0,0,26.67572,0,0,0,0.12125,0
,2015-01-13,1,0,-2.2095,82.5,1.02778,0,0,5.714,2.29406,0,0,0,0,0,0,70.26529,13.97332,0,0.3319,0.05709,0.42548,0.88705,7.33808E-49,469.88484,4.21687E-46,9.29001E-44,0,0,0,0,0,26.55502,0,0,0,0.1207,0
,2015-01-14,1,0,-2.588,71.9,0.41968,0,0,9.22,2.23828,0,0,0,0,0,0,70.26529,13.97332,0,0.33221,0.05507,0.42543,0.88694,2.4872E-51,469.82977,1.42928E-48,3.09657E-46,0,0,0,0,0,26.43486,0,0,0,0.12016,0
,2015-01-15,1,0,-2.73,76.05,1.21991,0,0,9.39,2.33939,0,0,0,0,0,0,70.26529,13.97332,0,0.37004,0.05953,0.42537,0.88683,8.69098E-54,469.77024,4.99431E-51,1.06141E-48,0,0,0,0,0,26.31524,0,0,0,0.11961,0
,2015-01-16,1,0,-0.528,69.9,1.31481,0,0,6.12,2.33112,0,0,0,0,0,0,70.26529,13.97332,0,0.45928,0.07072,0.42531,0.8867,3.12912E-56,469.69952,1.79816E-53,3.74227E-51,0,0,0,0,0,26.19617,0,0,0,0.11907,0
,2015-01-17,1,0,4.8935,48.7,2.86343,0,0,9.73,1.98956,0,0,0,0,0,0,64.11277,12.7498,1.22352,1.0114,0.89797,0.4256,0.88731,5.38015E-9,470.025,3.09173E-6,0.00007,0,0,0,0,0,26.07771,0,0,0,0.11853,0
,2015-01-18,1,0,4.5735,58.35,1.84954,0,0,9.51,2.24318,0,0,0,0,0,0,34.39477,6.84093,5.90887,0.7519,0.7519,0.43027,0.89704,1.43635E-7,475.17926,0.00008,0.00263,0,0,0,0,0,25.96234,0,0,0,0.118,0
,2015-01-19,1,0,6.275,63.3,2.02778,0,0,9.13,2.40063,0,0,0,0,0,0,2.15806,0.86322,5.9777,0.79008,0.79008,0.43481,0.9065,0.00001,480.18995,0.00315,0.17387,0,0,0,0,0,26.01874,0,0,0,0.11748,0
,2015-01-20,1,0,2.374,63.25,2.31829,0,0,9.91,2.4539,0,0,0,0,0,0,0,0,0.86322,0.69381,0.69381,0.43493,0.90674,1.62866E-6,480.31911,0.00094,0.04246,0,0,0,0,0,25.94347,0,0,0,0.11773,0
,2015-01-21,1,0,-2.0555,61.6,1.97801,0,0,7.431,2.51217,0,0,0,0,0,0,0,0,0,0.55109,0.55109,0.43443,0.9057,3.44559E-8,479.76803,0.00002,0.00091,0,0,0,0,0,25.82698,0,0,0,0.11739,0
,2015-01-22,1,0,-3.2555,62.8,0.57072,0,0,10.73,2.66834,0,0,0,0,0,0,0,0,0,0.40947,0.40947,0.43405,0.90493,7.5504E-10,479.35856,4.33887E-7,0.00002,0,0,0,0,0,25.71014,0,0,0,0.11686,0
,2015-01-23,1,0,0.44,60.9,2.3287,0,0,6.918,2.57683,0,0,0,0,0,0,0,0,0,0.66821,0.66821,0.43345,0.90367,1.61318E-11,478.69035,9.27021E-9,4.18956E-7,0,0,0,0,0,25.5938,0,0,0,0.11634,0
,2015-01-24,1,0,0.331,70.45,2.11227,0,0,3.756,2.54545,0,0,0,0,0,0,0,0,0,0.54606,0.54606,0.43296,0.90264,2.65995E-13,478.14429,1.52855E-10,8.321E-9,0,0,0,0,0,25.478,0,0,0,0.11581,0
,2015-01-25,1,0,5.6195,64.7,1.23495,0,0,7.567,2.72615,0,0,0,0,0,0,0,0,0,0.69559,0.69559,0.43233,0.90132,1.78049E-16,477.4487,1.02317E-13,1.49087E-10,0,0,0,0,0,25.36271,0,0,0,0.11529,0
,2015-01-26,1,0,10.8165,57.05,0.81053,0,0,10.67,2.84489,0,0,0,0,0,0,0,0,0,0.84003,0.84003,0.43156,0.89974,1.50462E-19,476.60866,8.64636E-17,9.91809E-14,0,0,0,0,0,25.24795,0,0,0,0.11476,0
,2015-01-27,1,0,8.368,57.4,1.09491,0,0,10.09,2.86524,0,0,0,0,0,0,0,0,0,0.83892,0.83892,0.43081,0.89816,1.52629E-22,475.76975,8.7709E-20,8.33184E-17,0,0,0,0,0,25.1337,0,0,0,0.11424,0
,2015-01-28,1,0,7.9845,57.5,5.54051,0,0,9.63,2.91379,0,0,0,0,0,0,0,0,0,1.35938,1.35934,0.42957,0.89559,1.79898E-25,474.41041,1.0338E-22,8.40346E-20,0,0,0,0,0,25.01998,0,0,0,0.11373,0
,2015-01-29,1,0,3.941,61.55,1.93634,0,0,8.56,2.96345,0,0,0,0,0,0,0,0,0,0.78799,0.78704,0.42886,0.8941,2.40822E-28,473.62337,1.38389E-25,9.84961E-23,0,0,0,0,0,24.90676,0,0,0,0.11321,0
,2015-01-30,1,0,1.921,75.45,1.0625,0,0,5.376,2.85678,0,0,0,0,0,0,0,0,0,0.51925,0.51492,0.4284,0.89313,3.60015E-31,473.10845,2.06885E-28,1.31133E-25,0,0,0,0,0,24.79406,0,0,0,0.1127,0
,2015-01-31,1,0,2.042,81.15,1.64352,0,0,3.747,2.72675,0,0,0,0,0,0,0,0,0,0.48214,0.46911,0.42797,0.89225,5.93294E-34,472.63934,3.40939E-31,1.94987E-28,0,0,0,0,0,24.68187,0,0,0,0.11219,0
,2015-02-01,1,0,-3.3235,69.25,3.11458,0,0,9.3,3.32732,0,0,0,0,0,0,0,0,0,0.54868,0.50792,0.42751,0.89129,1.06677E-36,472.13142,6.13027E-34,3.19642E-31,0,0,0,0,0,24.57019,0,0,0,0.11168,0
,2015-02-02,1,0,2.9705,57.75,1.30556,0,0,10.81,3.34794,0,0,0,0,0,0,0,0,0,0.76529,0.60845,0.42696,0.89014,2.07537E-39,471.52297,1.19262E-36,5.71757E-34,0,0,0,0,0,24.45901,0,0,0,0.11118,0
,2015-02-03,1,0,6.808,54.4,1.47222,0,0,10.82,3.36205,0,0,0,0,0,0,0,0,0,0.96253,0.42803,0.42657,0.88933,4.3384E-42,471.09494,2.49308E-39,1.10665E-36,0,0,0,0,0,24.34834,0,0,0,0.11067,0
,2015-02-04,1,6,-0.951,74.85,2.6794,0,6,8.32,3.4154,0,6,0,0,0,6,22.09499,5.27439,0.72561,0.55777,0.39452,0.42687,0.88996,4.83293E-9,471.42597,2.77727E-6,0.00006,0,0,0,0,0,24.23823,0,0,0,0.11017,0
,2015-02-05,1,0,0.785,72,0.91863,0,0,12.18,3.94816,0,0,0,0,0,0,6.97942,2.79177,2.48263,0.63871,0.63765,0.42854,0.89344,8.14995E-8,473.2695,0.00005,0.0014,0,0,0,0,0,24.12996,0,0,0,0.10968,0
,2015-02-06,1,0,8.37,61.5,1.11806,0,0,7.614,3.3445,0,0,0,0,0,0,0,0,2.79177,0.88068,0.88068,0.43025,0.89699,1.14736E-6,475.15238,0.00066,0.0276,0,0,0,0,0,24.04837,0,0,0,0.10919,0
,2015-02-07,1,0,10.7145,52.25,2.39352,0,0,11.8,3.75721,0,0,0,0,0,0,0,0,0,1.39223,1.39211,0.42899,0.89436,2.52511E-8,473.76027,0.00001,0.00064,0,0,0,0,0,23.9402,0,0,0,0.10882,0
,2015-02-08,1,0,9.76,47.2,3.00579,0,0,12.73,3.79461,0,0,0,0,0,0,0,0,0,1.5421,1.53714,0.42759,0.89146,5.63666E-10,472.22313,3.23913E-7,0.00001,0,0,0,0,0,23.83188,0,0,0,0.10833,0
,2015-02-09,1,0,7.821,57.05,1.7338,0,0,12.93,4.13717,0,0,0,0,0,0,0,0,0,1.12291,0.98892,0.4267,0.88959,1.15959E-11,471.23421,6.66366E-9,2.99597E-7,0,0,0,0,0,23.72405,0,0,0,0.10784,0
,2015-02-10,1,0,9.6475,48.75,5.24769,0,0,12.44,3.97991,0,0,0,0,0,0,0,0,0,1.7947,0.61588,0.42614,0.88843,1.72441E-13,470.61832,9.90938E-11,5.28583E-9,0,0,0,0,0,23.6167,0,0,0,0.10735,0
,2015-02-11,1,0,3.7105,65.75,1.02662,0,0,13.19,4.49366,0,0,0,0,0,0,0,0,0,0.84615,0.04228,0.4261,0.88835,1.17316E-16,470.57604,6.74162E-14,9.65819E-11,0,0,0,0,0,23.50983,0,0,0,0.10686,0
,2015-02-12,1,0,5.7505,59,0.8441,0,0,11.09,4.14146,0,0,0,0,0,0,0,0,0,0.89186,0.05039,0.42606,0.88826,1.00393E-19,470.52566,5.76913E-17,6.5302E-14,0,0,0,0,0,23.40346,0,0,0,0.10638,0
,2015-02-13,1,0,8.086,53.3,1.26389,0,0,13.35,4.45886,0,0,0,0,0,0,0,0,0,1.14739,0.07112,0.42599,0.88812,1.02895E-22,470.45453,5.91291E-20,5.55508E-17,0,0,0,0,0,23.29756,0,0,0,0.1059,0
,2015-02-14,1,0,4.847,58.6,1.25926,0,0,9.13,3.95631,0,0,0,0,0,0,0,0,0,0.89605,0.05704,0.42594,0.88801,1.22349E-25,470.3975,7.03086E-23,5.66082E-20,0,0,0,0,0,23.19214,0,0,0,0.10542,0
,2015-02-15,1,0,-1.443,83.2,2.35648,0,0,4.945,3.33172,0,0,0,0,0,0,0,0,0,0.44722,0.03024,0.42591,0.88796,1.65047E-28,470.36726,9.48451E-26,6.69344E-23,0,0,0,0,0,23.0872,0,0,0,0.10494,0
,2015-02-16,1,1.2,-1.063,66.65,2.98727,0,1.2,8.42,4.0179,0,1.2,0,0,0,1.2,4.87925,1.2,0,0.70244,0.05411,0.42586,0.88785,2.48433E-31,470.31315,1.42763E-28,8.97993E-26,0,0,0,0,0,22.98273,0,0,0,0.10447,0
,2015-02-17,1,0,-0.2755,54.95,4.71759,0,0,12.38,4.70691,0,0,0,0,0,0,3.13181,0.77337,0.42663,0.99749,0.35382,0.42593,0.88799,5.02018E-10,470.38595,2.88487E-7,0.00001,0,0,0,0,0,22.87874,0,0,0,0.10399,0
,2015-02-18,1,0,2.167,52.35,1.66898,0,0,13.9,4.98512,0,0,0,0,0,0,0,0,0.77337,1.0148,0.724,0.42597,0.88809,4.31907E-9,470.43526,2.48198E-6,0.00006,0,0,0,0,0,22.77527,0,0,0,0.10352,0
,2015-02-19,1,0,5.525,53.65,1.86806,0,0,14.49,5.17642,0,0,0,0,0,0,0,0,0,1.20884,0.27253,0.42573,0.88757,1.2188E-10,470.16272,7.00389E-8,2.32857E-6,0,0,0,0,0,22.67222,0,0,0,0.10306,0
,2015-02-20,1,0,3.997,56.5,3.02894,0,0,6.997,3.85515,0,0,0,0,0,0,0,0,0,1.05202,0.11277,0.42563,0.88736,2.35832E-12,470.04995,1.35522E-9,5.52398E-8,0,0,0,0,0,22.56963,0,0,0,0.10259,0
,2015-02-21,1,0,-3.893,86.95,3.60069,0,0,5.688,3.68578,0,0,0,0,0,0,0,0,0,0.36742,0.03293,0.4256,0.8873,1.76364E-15,470.01702,1.01348E-12,1.18206E-9,0,0,0,0,0,22.46751,0,0,0,0.10213,0
,2015-02-22,1,8,-10.77,76.95,2.48264,0,8,11.4,5.20108,0,8,0,0,0,8,39.53821,8,0,0.38809,0.03832,0.42556,0.88722,1.63823E-18,469.97871,9.41418E-16,8.9513E-13,0,0,0,0,0,22.36584,0,0,0,0.10166,0
,2015-02-23,1,2,-10.2475,72.75,1.22338,0,2,14.17,5.94704,0,2,0,0,0,2,49.85517,10,0,0.49203,0.05224,0.42551,0.88712,1.80365E-21,469.92647,1.03648E-18,8.37326E-16,0,0,0,0,0,22.26464,0,0,0,0.1012,0
,2015-02-24,1,0,-5.2845,68.9,1.00231,0,0,15.96,6.31127,0,0,0,0,0,0,49.85517,10,0,0.70501,0.0765,0.42544,0.88698,2.28434E-24,469.84997,1.31271E-21,9.25383E-19,0,0,0,0,0,22.1639,0,0,0,0.10074,0
,2015-02-25,1,0,-0.6465,74.85,4.82639,0,0,7.932,4.35917,0,0,0,0,0,0,49.85517,10,0,0.65424,0.06678,0.42538,0.88685,3.25949E-27,469.78319,1.87308E-24,1.17407E-21,0,0,0,0,0,22.06361,0,0,0,0.10029,0
,2015-02-26,1,0,-8.913,79.75,3.97685,0,0,6.712,4.11663,0,0,0,0,0,0,49.85517,10,0,0.34642,0.03447,0.42535,0.88679,5.15985E-30,469.74872,2.96513E-27,1.67592E-24,0,0,0,0,0,21.96377,0,0,0,0.09984,0
,2015-02-27,1,0,-11.1625,75.75,3.68403,0,0,13.56,6.10251,0,0,0,0,0,0,49.85517,10,0,0.40628,0.04383,0.42531,0.88671,8.95508E-33,469.70489,5.14608E-30,2.65147E-27,0,0,0,0,0,21.86439,0,0,0,0.09938,0
,2015-02-28,1,0,-8.723,73.95,1.54051,0,0,14.18,6.27237,0,0,0,0,0,0,49.85517,10,0,0.54466,0.06145,0.42526,0.88659,1.68792E-35,469.64344,9.69972E-33,4.59579E-30,0,0,0,0,0,21.76545,0,0,0,0.09893,0
,2015-03-01,1,0,-5.9995,79.9,1.24074,0,0,8.56,4.73002,0,0,0,0,0,0,49.85517,10,0,0.48877,0.05423,0.42521,0.88649,3.42885E-38,469.58921,1.9704E-35,8.64675E-33,0,0,0,0,0,21.66697,0,0,0,0.09849,0
,2015-03-02,1,0,-1.067,75.85,1.38657,0,0,15.57,6.70179,0,0,0,0,0,0,49.85517,10,0,0.85332,0.09538,0.42512,0.88631,7.45906E-41,469.49383,4.28639E-38,1.75259E-35,0,0,0,0,0,21.56893,0,0,0,0.09804,0
,2015-03-03,1,0,-6.0785,77.35,3.96296,0,0,9.77,5.15611,0,0,0,0,0,0,49.85517,10,0,0.49064,0.04805,0.42508,0.88622,1.7283E-43,469.44578,9.93175E-41,3.80286E-38,0,0,0,0,0,21.47133,0,0,0,0.0976,0
,2015-03-04,1,4,-8.0245,59.45,1.66319,0,4,16.05,6.94597,0,4,0,0,0,4,69.50556,14,0,0.68797,0.06968,0.42502,0.88609,4.24567E-46,469.37611,2.4398E-43,8.78674E-41,0,0,0,0,0,21.37417,0,0,0,0.09716,0
,2015-03-05,1,0,-4.8925,65.15,0.69479,0,0,16.75,7.19323,0,0,0,0,0,0,69.50556,14,0,0.82598,0.08033,0.42494,0.88593,1.10137E-48,469.29578,6.32907E-46,2.15204E-43,0,0,0,0,0,21.27746,0,0,0,0.09672,0
,2015-03-06,1,0,3.6425,56.75,1.08218,0,0,17.47,7.21429,0,0,0,0,0,0,58.66569,11.8166,2.1834,1.27426,1.25596,0.42578,0.88768,4.66225E-9,470.22315,2.67918E-6,0.00006,0,0,0,0,0,21.18124,0,0,0,0.09628,0
,2015-03-07,1,0,4.8445,61,1.7581,0,0,17.57,7.4057,0,0,0,0,0,0,30.36177,6.12438,5.69223,1.35327,1.35327,0.4297,0.89586,4.7373E-7,474.55179,0.00027,0.01004,0,0,0,0,0,21.09544,0,0,0,0.09584,0
,2015-03-08,1,0,5.2645,60.35,1.61806,0,0,17.49,7.4499,0,0,0,0,0,0,4.92439,1.96975,4.15462,1.38552,1.38552,0.43211,0.90086,3.86203E-6,477.20443,0.00222,0.11451,0,0,0,0,0,21.1145,0,0,0,0.09545,0
,2015-03-09,1,0,6.185,55.1,1.29745,0,0,17.96,7.55204,0,0,0,0,0,0,0,0,1.96975,1.4886,1.4886,0.43247,0.90163,2.67617E-6,477.61146,0.00154,0.07481,0,0,0,0,0,21.09377,0,0,0,0.09554,0
,2015-03-10,1,0,7.293,52.55,1.08449,0,0,18.28,7.66454,0,0,0,0,0,0,0,0,0,1.57312,1.57312,0.43105,0.89866,5.43774E-8,476.03834,0.00003,0.0015,0,0,0,0,0,20.99982,0,0,0,0.09545,0
