@T, output
created_at,"Thu Dec 28 12:32:47 MST 2023"
date_format,yyyy-MM-dd
@H,time,ID,precip,tmean,rhum,wind,rain,snow,solRad,netRad,netRainOut,netSnowOut,irrigation_amount,interception,intercStorage,throughfall,snowDepth,snowTotSWE,snowMelt,potET,actET,soilSat,soilSatMPS,soilSatLPS,soilActMPS,soilActLPS,percolation,inRD1,inRD2,inRG1,inRG2,actRG1,actRG2,outRD1,outRD2,outRG1,outRG2,aTransp
Type,LocalDate,Integer,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double
Unit,-,-,mm,C,-,-,-,-,MJ/m2/day,MJ/m2,-,-,-,-,-,-,-,mm,-,mm,mm,-,-,-,-,-,l,-,l,-,-,-,-,l,l,-,-,mm
,2007-01-01,1,0,-10.854,72.91667,1.397,0,0,8.783,1.85931,0,0,0,0,0,0,0,0,0,0.22276,0.22276,0.50305,0.93918,0.10101,497.50207,58.04818,86.1164,0,0,0,0,0,83.69491,0,0,0,0,0
,2007-01-02,1,0,-12.502,71.55,0.77,0,0,9.21,1.92,0,0,0,0,0,0,0,0,0,0.18979,0.18979,0.49511,0.95592,0.07034,506.36928,40.42167,10.99101,0,0,0,0,0,92.58176,0,0,0,0.37871,0
,2007-01-03,1,0,-5.531,79.55,1.041,0,0,6.224,1.98451,0,0,0,0,0,0,0,0,0,0.26713,0.26713,0.49492,0.98877,0.03968,523.7717,22.80064,1.67692,0,0,0,0,0,93.41436,0,0,0,0.41892,0
,2007-01-04,1,0,-0.255,69.7,2.571,0,0,8.12,1.77777,0,0,0,0,0,0,0,0,0,0.49396,0.49396,0.47853,0.98784,0.00904,523.27774,5.19742,18.02861,0,0,0,0,0,110.55912,0,0,0,0.42269,0
,2007-01-05,1,0,-10.881,83.5,2.678,0,0,5.57,2.12893,0,0,0,0,0,0,0,0,0,0.19934,0.19934,0.47368,0.98746,0.00007,523.07841,0.03829,5.62029,0,0,0,0,0,115.20355,0,0,0,0.50027,0
,2007-01-06,1,0,-13.8275,67.05,2.659,0,0,7.76,2.11499,0,0,0,0,0,0,0,0,0,0.24471,0.24471,0.47342,0.987,4.33594E-6,522.8337,0.00249,0.51139,0,0,0,0,0,114.70031,0,0,0,0.52128,0
,2007-01-07,1,0.254,-10.1435,66.8,3.602,0,0.254,9.06,2.00977,0,0.254,0,0,0,0.254,1.29513,0.254,0,0.32941,0.32941,0.47312,0.98638,3.74213E-6,522.50429,0.00215,0.49369,0,0,0,0,0,114.15773,0,0,0,0.51901,0
,2007-01-08,1,0.508,-3.875,61.05,2.613,0,0.508,9.13,1.82948,0,0.508,0,0,0,0.508,3.75112,0.762,0,0.49092,0.49092,0.47268,0.98545,3.88032E-6,522.01337,0.00223,0.51718,0,0,0,0,0,113.6054,0,0,0,0.51655,0
,2007-01-09,1,0,-6.803,76.05,0.794,0,0,9.31,2.08484,0,0,0,0,0,0,3.75112,0.762,0,0.2636,0.2636,0.47244,0.98496,4.09851E-6,521.74977,0.00236,0.55284,0,0,0,0,0,113.07203,0,0,0,0.51405,0
,2007-01-10,1,0,-9.4535,77.95,1.056,0,0,8.59,2.21547,0,0,0,0,0,0,3.75112,0.762,0,0.23733,0.23733,0.47223,0.98451,4.21512E-6,521.51243,0.00242,0.57209,0,0,0,0,0,112.54302,0,0,0,0.51164,0
,2007-01-11,1,0,-9.5025,81.8,3.448,0,0,7.04,2.28051,0,0,0,0,0,0,3.75112,0.762,0,0.2394,0.2394,0.47201,0.98406,4.31919E-6,521.27303,0.00248,0.5894,0,0,0,0,0,112.01625,0,0,0,0.50924,0
,2007-01-12,1,0,-16.79,75,2.648,0,0,8.11,2.48123,0,0,0,0,0,0,3.75112,0.762,0,0.17863,0.17863,0.47185,0.98372,4.42353E-6,521.09439,0.00254,0.60686,0,0,0,0,0,111.49629,0,0,0,0.50686,0
,2007-01-13,1,0,-19.685,74.35,1.123,0,0,10.51,2.76518,0,0,0,0,0,0,3.75112,0.762,0,0.14982,0.14982,0.47171,0.98344,4.5011E-6,520.94457,0.00259,0.61992,0,0,0,0,0,110.98079,0,0,0,0.50451,0
,2007-01-14,1,0,-18.155,82.25,2.042,0,0,6.467,2.53103,0,0,0,0,0,0,3.75112,0.762,0,0.13829,0.13829,0.47159,0.98318,4.56588E-6,520.80628,0.00262,0.63087,0,0,0,0,0,110.46847,0,0,0,0.50218,0
,2007-01-15,1,0,-20.28,77.45,0.79,0,0,10.2,2.89688,0,0,0,0,0,0,3.75112,0.762,0,0.14301,0.14301,0.47146,0.98291,4.62547E-6,520.66327,0.00266,0.64098,0,0,0,0,0,109.95812,0,0,0,0.49986,0
,2007-01-16,1,0,-17.435,71.2,0.706,0,0,10.22,2.79848,0,0,0,0,0,0,3.75112,0.762,0,0.17911,0.17911,0.4713,0.98257,4.68686E-6,520.48416,0.00269,0.65144,0,0,0,0,0,109.44744,0,0,0,0.49755,0
,2007-01-17,1,0,-17.0645,74,0.903,0,0,10.27,2.86021,0,0,0,0,0,0,3.75112,0.762,0,0.18339,0.18339,0.47113,0.98222,4.76345E-6,520.30077,0.00274,0.66453,0,0,0,0,0,108.93873,0,0,0,0.49524,0
,2007-01-18,1,0,-11.6065,65.95,4.882,0,0,10.5,2.66458,0,0,0,0,0,0,3.75112,0.762,0,0.3435,0.3435,0.47082,0.98157,4.8416E-6,519.95727,0.00278,0.67796,0,0,0,0,0,108.42057,0,0,0,0.49294,0
,2007-01-19,1,0,-12.84,67.2,0.92,0,0,10.47,2.7846,0,0,0,0,0,0,3.75112,0.762,0,0.25448,0.25448,0.47059,0.98109,4.98697E-6,519.70279,0.00287,0.7031,0,0,0,0,0,107.91122,0,0,0,0.49059,0
,2007-01-20,1,0,-14.7655,76.5,0.773,0,0,6.697,2.69671,0,0,0,0,0,0,3.75112,0.762,0,0.19781,0.19781,0.47041,0.98072,0.00001,519.50498,0.00293,0.72179,0,0,0,0,0,107.40835,0,0,0,0.48829,0
,2007-01-21,1,0,-9.4685,82.75,5.174,0,0,6.259,2.65089,0,0,0,0,0,0,3.75112,0.762,0,0.24899,0.24899,0.47018,0.98025,0.00001,519.256,0.00298,0.73633,0,0,0,0,0,106.90399,0,0,0,0.48601,0
,2007-01-22,1,0.762,-14.97,87.35,0.449,0,0.762,9.65,3.1,0,0.762,0,0,0,0.762,7.70535,1.524,0,0.20307,0.20307,0.47,0.97987,0.00001,519.05293,0.00303,0.75462,0,0,0,0,0,106.40527,0,0,0,0.48373,0
,2007-01-23,1,0,-8.495,74.5,0.783,0,0,10.43,2.96618,0,0,0,0,0,0,7.70535,1.524,0,0.31509,0.31509,0.46972,0.97927,0.00001,518.73784,0.00308,0.76957,0,0,0,0,0,105.90055,0,0,0,0.48147,0
,2007-01-24,1,0,-6.9695,74,0.63,0,0,10.63,3.00734,0,0,0,0,0,0,7.70535,1.524,0,0.34358,0.34358,0.4694,0.97862,0.00001,518.39426,0.00316,0.79274,0,0,0,0,0,105.39595,0,0,0,0.47919,0
,2007-01-25,1,0,-8.295,79.3,0.463,0,0,10.78,3.16507,0,0,0,0,0,0,7.70535,1.524,0,0.31932,0.31932,0.46911,0.97802,0.00001,518.07494,0.00324,0.81806,0,0,0,0,0,104.8954,0,0,0,0.4769,0
,2007-01-26,1,0,-6.6475,73.55,2.11,0,0,10.47,3.12468,0,0,0,0,0,0,7.70535,1.524,0,0.39074,0.39074,0.46876,0.97728,0.00001,517.6842,0.00331,0.84164,0,0,0,0,0,104.39181,0,0,0,0.47464,0
,2007-01-27,1,0,-11.137,79,2.564,0,0,8.68,3.15452,0,0,0,0,0,0,7.70535,1.524,0,0.27007,0.27007,0.46852,0.97677,0.00001,517.41414,0.00341,0.8705,0,0,0,0,0,103.89937,0,0,0,0.47236,0
,2007-01-28,1,0,-13.5415,76.9,0.62,0,0,11.16,3.55219,0,0,0,0,0,0,7.70535,1.524,0,0.26488,0.26488,0.46828,0.97627,0.00001,517.14925,0.00347,0.89051,0,0,0,0,0,103.40955,0,0,0,0.47013,0
,2007-01-29,1,0,-12.349,71.7,0.853,0,0,11.93,3.63887,0,0,0,0,0,0,7.70535,1.524,0,0.30242,0.30242,0.468,0.9757,0.00001,516.84684,0.00353,0.91014,0,0,0,0,0,102.91915,0,0,0,0.46792,0
,2007-01-30,1,0,-12.339,73.4,1.301,0,0,8.78,3.33434,0,0,0,0,0,0,7.70535,1.524,0,0.28195,0.28195,0.46775,0.97517,0.00001,516.56489,0.0036,0.93255,0,0,0,0,0,102.43246,0,0,0,0.4657,0
,2007-01-31,1,0,-10.5465,72.15,2.436,0,0,10.38,3.54336,0,0,0,0,0,0,7.70535,1.524,0,0.3402,0.3402,0.46744,0.97453,0.00001,516.22469,0.00366,0.95349,0,0,0,0,0,101.94361,0,0,0,0.4635,0
,2007-02-01,1,0,-14.864,70.75,3.536,0,0,6.749,3.19614,0,0,0,0,0,0,7.70535,1.524,0,0.25374,0.25374,0.46721,0.97405,0.00001,515.97095,0.00374,0.97876,0,0,0,0,0,101.46337,0,0,0,0.46128,0
,2007-02-02,1,0,-17.264,55.8,1.898,0,0,12,4.05818,0,0,0,0,0,0,7.70535,1.524,0,0.28696,0.28696,0.46695,0.97351,0.00001,515.68399,0.0038,0.99765,0,0,0,0,0,100.98284,0,0,0,0.45911,0
,2007-02-03,1,0,-12.44,77.1,1.612,0,0,12.2,4.1041,0,0,0,0,0,0,7.70535,1.524,0,0.30702,0.30702,0.46667,0.97293,0.00001,515.37697,0.00386,1.01902,0,0,0,0,0,100.50294,0,0,0,0.45694,0
,2007-02-04,1,0,-8.655,84.2,0.645,0,0,10.84,3.91726,0,0,0,0,0,0,7.70535,1.524,0,0.36233,0.36233,0.46634,0.97224,0.00001,515.01464,0.00393,1.0419,0,0,0,0,0,100.02106,0,0,0,0.45476,0
,2007-02-05,1,0,-6.436,73.2,0.689,0,0,10.35,3.79384,0,0,0,0,0,0,7.70535,1.524,0,0.42913,0.42913,0.46596,0.97143,0.00001,514.58551,0.00401,1.06894,0,0,0,0,0,99.53632,0,0,0,0.45258,0
,2007-02-06,1,0,-2.043,75.1,1.346,0,0,10.88,3.89832,0,0,0,0,0,0,7.70535,1.524,0,0.5468,0.5468,0.46546,0.9704,0.00001,514.03872,0.00411,1.10101,0,0,0,0,0,99.04488,0,0,0,0.45039,0
,2007-02-07,1,0,-5.069,92,1.338,0,0,7.13,3.48385,0,0,0,0,0,0,7.70535,1.524,0,0.33819,0.33819,0.46515,0.96976,0.00001,513.70052,0.00423,1.14194,0,0,0,0,0,98.57122,0,0,0,0.44817,0
,2007-02-08,1,0,-5.0655,95.6,0.986,0,0,6.611,3.44456,0,0,0,0,0,0,7.70535,1.524,0,0.33302,0.33302,0.46485,0.96913,0.00001,513.3675,0.0043,1.16735,0,0,0,0,0,98.1001,0,0,0,0.44602,0
,2007-02-09,1,0,-4.861,95.45,1.395,0,0,7.07,3.57102,0,0,0,0,0,0,7.70535,1.524,0,0.32685,0.32685,0.46456,0.96852,0.00001,513.04066,0.00438,1.19237,0,0,0,0,0,97.63156,0,0,0,0.44389,0
,2007-02-10,1,0,-2.8815,90.45,0.851,0,0,11.26,4.38571,0,0,0,0,0,0,7.70535,1.524,0,0.50045,0.50045,0.4641,0.96757,0.00001,512.54021,0.00445,1.21695,0,0,0,0,0,97.15202,0,0,0,0.44177,0
,2007-02-11,1,0,-1.6215,83.65,0.873,0,0,11.09,4.35906,0,0,0,0,0,0,7.70535,1.524,0,0.55961,0.55961,0.4636,0.96651,0.00001,511.98059,0.00456,1.25461,0,0,0,0,0,96.67007,0,0,0,0.4396,0
,2007-02-12,1,0,-2.747,86.2,3.372,0,0,8.99,4.04013,0,0,0,0,0,0,7.70535,1.524,0,0.42717,0.42717,0.46321,0.96571,0.00001,511.55342,0.00468,1.29684,0,0,0,0,0,96.20023,0,0,0,0.43742,0
,2007-02-13,1,0,-9.5765,82.45,2.809,0,0,7.33,3.78388,0,0,0,0,0,0,7.70535,1.524,0,0.30587,0.30587,0.46293,0.96513,0.00001,511.24756,0.00477,1.32917,0,0,0,0,0,95.74168,0,0,0,0.4353,0
,2007-02-14,1,0.508,-10.184,78.15,0.855,0,0.508,10.72,4.54686,0,0.508,0,0,0,0.508,10.27279,2.032,0,0.38949,0.38949,0.46258,0.9644,0.00001,510.85807,0.00483,1.35236,0,0,0,0,0,95.27886,0,0,0,0.43322,0
,2007-02-15,1,0.762,-13.64,82.55,1.133,0,0.762,12.47,5.11336,0,0.762,0,0,0,0.762,14.22703,2.794,0,0.32845,0.32845,0.46228,0.96377,0.00001,510.52963,0.00492,1.38187,0,0,0,0,0,94.82272,0,0,0,0.43113,0
,2007-02-16,1,0,-3.209,67,5.792,0,0,7.32,3.81689,0,0,0,0,0,0,14.22703,2.794,0,0.64923,0.64923,0.4617,0.96255,0.00001,509.8804,0.00499,1.40682,0,0,0,0,0,94.34421,0,0,0,0.42906,0
,2007-02-17,1,0,-1.517,67.7,2.37,0,0,13.99,5.19802,0,0,0,0,0,0,14.22703,2.794,0,0.75608,0.75607,0.46101,0.96112,0.00001,509.12432,0.00512,1.45613,0,0,0,0,0,93.85951,0,0,0,0.4269,0
,2007-02-18,1,0,-4.1375,76.8,0.8,0,0,13.14,5.23284,0,0,0,0,0,0,14.22703,2.794,0,0.61291,0.61291,0.46046,0.95996,0.00001,508.51142,0.00528,1.51377,0,0,0,0,0,93.38779,0,0,0,0.4247,0
,2007-02-19,1,0,0.4805,82.65,1.95,0,0,10.48,4.7278,0,0,0,0,0,0,14.22703,2.794,0,0.636,0.63598,0.45988,0.95876,0.00001,507.87543,0.00541,1.56067,0,0,0,0,0,92.91635,0,0,0,0.42257,0
,2007-02-20,1,0,-1.9835,76.25,0.962,0,0,12.55,5.21712,0,0,0,0,0,0,14.22703,2.794,0,0.67687,0.6768,0.45927,0.95749,0.00001,507.19863,0.00554,1.60941,0,0,0,0,0,92.44378,0,0,0,0.42044,0
,2007-02-21,1,0,0.84,66.85,1.502,0,0,14.51,5.603,0,0,0,0,0,0,14.22703,2.794,0,0.88448,0.88413,0.45847,0.95582,0.00001,506.3145,0.00568,1.6614,0,0,0,0,0,91.95721,0,0,0,0.4183,0
,2007-02-22,1,0,-0.9545,82.75,1.321,0,0,14.93,6.00276,0,0,0,0,0,0,14.22703,2.794,0,0.74047,0.73866,0.4578,0.95442,0.00001,505.57584,0.00586,1.72949,0,0,0,0,0,91.48383,0,0,0,0.4161,0
,2007-02-23,1,0,1.3425,74.2,2.851,0,0,10.53,4.90129,0,0,0,0,0,0,14.22703,2.794,0,0.77197,0.76466,0.45711,0.95298,0.00001,504.81117,0.00601,1.78662,0,0,0,0,0,91.01045,0,0,0,0.41395,0
,2007-02-24,1,0,-0.022,66.75,10.787,0,0,12.4,5.34526,0,0,0,0,0,0,14.22703,2.794,0,0.89896,0.86667,0.45632,0.95134,0.00001,503.9445,0.00616,1.8459,0,0,0,0,0,90.53109,0,0,0,0.41181,0
,2007-02-25,1,0,-4.0015,72.6,1.469,0,0,10.22,4.94618,0,0,0,0,0,0,14.22703,2.794,0,0.60275,0.51113,0.45586,0.95038,0.00001,503.43337,0.00633,1.91327,0,0,0,0,0,90.08143,0,0,0,0.40964,0
,2007-02-26,1,0,0.7355,61.5,2.637,0,0,15.91,6.2597,0,0,0,0,0,0,14.22703,2.794,0,1.02236,0.75047,0.45518,0.94896,0.00001,502.68289,0.00643,1.95319,0,0,0,0,0,89.61506,0,0,0,0.40761,0
,2007-02-27,1,0,2.3975,70.4,2.911,0,0,14.19,6.03439,0,0,0,0,0,0,14.22703,2.794,0,0.97178,0.37859,0.45484,0.94825,0.00001,502.3043,0.00658,2.0118,0,0,0,0,0,89.17977,0,0,0,0.4055,0
,2007-02-28,1,0,-2.103,61.3,2.514,0,0,5.17,3.73097,0,0,0,0,0,0,14.22703,2.794,0,0.68308,0.20241,0.45465,0.94787,0.00001,502.10189,0.00665,2.04153,0,0,0,0,0,88.76029,0,0,0,0.40353,0
,2007-03-01,1,0,-3.008,59.4,5.711,0,0,15.13,6.33645,0,0,0,0,0,0,14.22703,2.794,0,0.88836,0.2984,0.45438,0.9473,0.00001,501.80349,0.00669,2.05743,0,0,0,0,0,88.3352,0,0,0,0.40163,0
,2007-03-02,1,0,-2.84,44.45,8.947,0,0,15.95,6.41686,0,0,0,0,0,0,14.22703,2.794,0,1.16188,0.34845,0.45407,0.94664,0.00001,501.45503,0.00675,2.08084,0,0,0,0,0,87.90805,0,0,0,0.39971,0
,2007-03-03,1,0,-1.287,43.55,5.47,0,0,16.97,6.68468,0,0,0,0,0,0,14.22703,2.794,0,1.24737,0.28816,0.45381,0.9461,0.00001,501.16687,0.00682,2.10821,0,0,0,0,0,87.48754,0,0,0,0.39777,0
,2007-03-04,1,0,0.405,55.7,1.645,0,0,16.67,6.85631,0,0,0,0,0,0,14.22703,2.794,0,1.09649,0.22888,0.4536,0.94567,0.00001,500.93799,0.00688,2.13089,0,0,0,0,0,87.07359,0,0,0,0.39587,0
,2007-03-05,1,0,3.4235,63.4,1.248,0,0,13.61,6.19298,0,0,0,0,0,0,14.22703,2.794,0,1.08717,0.24205,0.45338,0.94521,0.00001,500.69594,0.00692,2.14893,0,0,0,0,0,86.66046,0,0,0,0.394,0
,2007-03-06,1,0,7.064,56.65,1.648,0,0,14.66,6.45232,0,0,0,0,0,0,11.01425,2.16305,0.63095,1.39901,0.97681,0.45307,0.94456,0.00001,500.34999,0.00697,2.16809,0,0,0,0,0,86.24107,0,0,0,0.39213,0
,2007-03-07,1,0,7.8285,55.55,1.341,0,0,16.93,7.12689,0,0,0,0,0,0,0,0,2.16305,1.52101,1.50473,0.45366,0.9458,0.00001,501.00784,0.00705,2.19575,0,0,0,0,0,85.90311,0,0,0,0.39023,0
,2007-03-08,1,0,7.364,57.45,2.92,0,0,8.99,5.00452,0,0,0,0,0,0,0,0,0,1.33442,1.04023,0.45272,0.94384,0.00001,499.96761,0.00691,2.14362,0,0,0,0,0,85.43245,0,0,0,0.3887,0
,2007-03-09,1,0,6.3405,52.35,2.106,0,0,12.95,6.10333,0,0,0,0,0,0,0,0,0,1.41112,0.30071,0.45245,0.94327,0.00001,499.6669,0.00711,2.22538,0,0,0,0,0,85.02188,0,0,0,0.38657,0
,2007-03-10,1,1.778,8.259,62.5,2.448,1.778,0,9.49,5.2715,1.778,0,0,0,0,1.778,0,0,0,1.29173,1.25716,0.45292,0.94425,0.00001,500.18732,0.00718,2.24972,0,0,0,0,0,84.67868,0,0,0,0.38471,0
,2007-03-11,1,0.254,7.758,61.05,1.45,0.20587,0.04813,17.28,7.6496,0.20587,0.04813,0,0,0,0.254,0,0,0.254,1.54193,1.27802,0.45199,0.94232,0.00001,499.16237,0.0071,2.20922,0,0,0,0,0,84.21538,0,0,0,0.38316,0
,2007-03-12,1,0,10.4685,54.65,1.544,0,0,17.7,7.73934,0,0,0,0,0,0,0,0,0,1.80523,0.2467,0.45177,0.94185,0.00001,498.91567,0.00726,2.2892,0,0,0,0,0,83.81457,0,0,0,0.38107,0
,2007-03-13,1,0,11.656,51.1,1.858,0,0,16.58,7.40701,0,0,0,0,0,0,0,0,0,1.92302,0.25429,0.45154,0.94137,0.00001,498.66138,0.00731,2.30889,0,0,0,0,0,83.41507,0,0,0,0.37925,0
,2007-03-14,1,0,8.8165,54.45,2.112,0,0,13.25,6.50789,0,0,0,0,0,0,0,0,0,1.58548,0.196,0.45136,0.941,0.00001,498.46537,0.00736,2.3291,0,0,0,0,0,83.02199,0,0,0,0.37744,0
,2007-03-15,1,0,2.458,64.55,3.199,0,0,12.01,6.27009,0,0,0,0,0,0,0,0,0,1.08291,0.1509,0.45123,0.94072,0.00001,498.31447,0.00739,2.34469,0,0,0,0,0,82.63428,0,0,0,0.37567,0
,2007-03-16,1,0,7.3245,55.5,1.301,0,0,15.69,7.3798,0,0,0,0,0,0,0,0,0,1.52614,0.26548,0.45099,0.94021,0.00001,498.04899,0.00742,2.35671,0,0,0,0,0,82.2392,0,0,0,0.37391,0
,2007-03-17,1,0,11.721,48.9,1.668,0,0,18.82,8.30258,0,0,0,0,0,0,0,0,0,2.07458,0.30091,0.45071,0.93965,0.00001,497.74808,0.00747,2.37783,0,0,0,0,0,81.84304,0,0,0,0.37212,0
,2007-03-18,1,0,11.8945,46.1,2.749,0,0,15.27,7.2144,0,0,0,0,0,0,0,0,0,2.13548,0.23026,0.4505,0.93921,0.00001,497.51782,0.00753,2.40181,0,0,0,0,0,81.45428,0,0,0,0.37033,0
,2007-03-19,1,0,9.4065,53.2,3.575,0,0,18.32,8.37034,0,0,0,0,0,0,0,0,0,2.00002,0.21258,0.45031,0.93881,0.00001,497.30525,0.00757,2.4202,0,0,0,0,0,81.06868,0,0,0,0.36857,0
,2007-03-20,1,0,12.6165,51.2,1.876,0,0,16.77,7.93519,0,0,0,0,0,0,0,0,0,2.0745,0.22783,0.45011,0.93838,0.00001,497.07742,0.00761,2.43718,0,0,0,0,0,80.6836,0,0,0,0.36683,0
,2007-03-21,1,0,12.023,47.7,2.244,0,0,13.57,6.87913,0,0,0,0,0,0,0,0,0,1.98625,0.21004,0.44992,0.93798,0.00001,496.86737,0.00766,2.45539,0,0,0,0,0,80.30167,0,0,0,0.36508,0
,2007-03-22,1,0,9.508,56.1,1.303,0,0,15.63,7.72863,0,0,0,0,0,0,0,0,0,1.70108,0.18279,0.44975,0.93764,0.00001,496.68458,0.00769,2.4722,0,0,0,0,0,79.92364,0,0,0,0.36336,0
,2007-03-23,1,2.794,10.834,59.2,3.197,2.794,0,14.82,7.57501,2.794,0,0,0,0,2.794,0,0,0,1.86406,1.85931,0.4506,0.9394,0.00001,497.61904,0.00774,2.48706,0,0,0,0,0,79.63689,0,0,0,0.36165,0
,2007-03-24,1,15.49,6.7345,86.4,3.874,15.49,0,3.272,3.4787,15.49,0,0,0,0,15.49,0,0,0,0.62321,0.62321,0.46393,0.9672,0.00002,512.34299,0.01104,2.5517,0,0,0,0,0,80.55864,0,0,0,0.36035,0
,2007-03-25,1,0,12.655,59.1,1.271,0,0,20.21,9.62903,0,0,0,0,0,0,0,0,0,2.18192,2.18192,0.46195,0.96308,0.00001,510.16111,0.00468,1.27592,0,0,0,0,0,80.03514,0,0,0,0.36452,0
,2007-03-26,1,0,11.005,62.65,2.255,0,0,18.3,9.03802,0,0,0,0,0,0,0,0,0,1.96381,1.96381,0.46017,0.95937,0.00001,508.1973,0.00506,1.43452,0,0,0,0,0,79.52265,0,0,0,0.36215,0
,2007-03-27,1,3.556,12.365,68.25,4.201,3.556,0,12.17,6.92797,3.556,0,0,0,0,3.556,0,0,0,1.71598,1.71598,0.46122,0.96154,0.00003,509.34636,0.01829,2.26259,0,0,0,0,0,79.92843,0,0,0,0.35983,0
,2007-03-28,1,0,9.709,54.15,5.277,0,0,20.45,9.68994,0,0,0,0,0,0,0,0,0,2.21121,2.21121,0.45921,0.95737,0.00001,507.13524,0.00547,1.50971,0,0,0,0,0,79.41005,0,0,0,0.36167,0
,2007-03-29,1,0.254,-1.4485,83.35,8.553,0,0.254,6.223,4.6989,0,0.254,0,0,0,0.254,1.00719,0.254,0,0.49271,0.49271,0.45877,0.95644,0.00001,506.64254,0.00569,1.66619,0,0,0,0,0,79.01256,0,0,0,0.35932,0
,2007-03-30,1,0,-0.1245,73.8,1.461,0,0,16.71,8.70431,0,0,0,0,0,0,0,0,0.254,1.11452,1.11452,0.45795,0.95473,0.00001,505.73966,0.00702,1.7454,0,0,0,0,0,78.62634,0,0,0,0.35752,0
,2007-03-31,1,0,5.5425,61.2,5.089,0,0,20.76,10.09572,0,0,0,0,0,0,0,0,0,1.68573,1.68573,0.45642,0.95155,0.00001,504.05395,0.006,1.7751,0,0,0,0,0,78.14075,0,0,0,0.35578,0
,2007-04-01,1,0,9.1785,55.55,2.003,0,0,17.98,9.04726,0,0,0,0,0,0,0,0,0,1.93589,1.93589,0.45467,0.9479,0.00001,502.11806,0.00631,1.90461,0,0,0,0,0,77.63558,0,0,0,0.35358,0
,2007-04-02,1,0,11.992,54.45,2.94,0,0,20.08,9.89118,0,0,0,0,0,0,0,0,0,2.35644,2.35641,0.45254,0.94345,0.00001,499.76165,0.00669,2.05582,0,0,0,0,0,77.09824,0,0,0,0.35129,0
,2007-04-03,1,0,4.6785,56.9,3.245,0,0,20.9,10.22729,0,0,0,0,0,0,0,0,0,1.72387,1.71484,0.45098,0.94021,0.00001,498.04681,0.00714,2.24142,0,0,0,0,0,76.61274,0,0,0,0.34886,0
,2007-04-04,1,0,5.473,59.9,2.084,0,0,17.26,8.96536,0,0,0,0,0,0,0,0,0,1.60164,1.28131,0.44982,0.93779,0.00001,496.7655,0.00747,2.37772,0,0,0,0,0,76.16341,0,0,0,0.34666,0
,2007-04-05,1,0,5.911,61.5,3.596,0,0,16.85,8.87576,0,0,0,0,0,0,0,0,0,1.60439,0.14998,0.44969,0.93751,0.00001,496.61552,0.00771,2.48015,0,0,0,0,0,75.80652,0,0,0,0.34463,0
,2007-04-06,1,0,-1.8145,70.65,2.328,0,0,5.628,4.58949,0,0,0,0,0,0,0,0,0,0.6649,0.08258,0.44961,0.93735,0.00001,496.53294,0.00774,2.49238,0,0,0,0,0,75.45686,0,0,0,0.34302,0
,2007-04-07,1,0,-4.3335,80.95,2.836,0,0,4.064,3.95348,0,0,0,0,0,0,0,0,0,0.44316,0.08253,0.44954,0.9372,0.00001,496.4504,0.00776,2.49901,0,0,0,0,0,75.1088,0,0,0,0.34143,0
,2007-04-08,1,0,-1.215,86.15,1.758,0,0,6.269,4.8651,0,0,0,0,0,0,0,0,0,0.57339,0.14549,0.44941,0.93692,0.00001,496.30492,0.00777,2.50562,0,0,0,0,0,74.75726,0,0,0,0.33986,0
,2007-04-09,1,0,9.0775,59.65,1.909,0,0,20.25,10.36071,0,0,0,0,0,0,0,0,0,2.05009,0.56984,0.44889,0.93585,0.00001,495.73508,0.0078,2.51728,0,0,0,0,0,74.3732,0,0,0,0.33827,0
,2007-04-10,1,2.286,4.6165,53.35,7.596,0.93426,1.35174,20.92,10.5166,0.93426,1.35174,0,0,0,2.286,0,0,2.286,1.80761,1.78505,0.44934,0.93679,0.00001,496.23599,0.00791,2.56299,0,0,0,0,0,74.07683,0,0,0,0.33653,0
,2007-04-11,1,0,3.7825,45.4,6.012,0,0,23.91,11.54167,0,0,0,0,0,0,0,0,0,1.97167,1.08615,0.44836,0.93474,0.00001,495.14984,0.00781,2.52293,0,0,0,0,0,73.6544,0,0,0,0.33519,0
,2007-04-12,1,0,0.905,63.8,3.044,0,0,14.46,8.20851,0,0,0,0,0,0,0,0,0,1.17321,0.04122,0.44832,0.93466,0.00001,495.10862,0.00802,2.60996,0,0,0,0,0,73.3176,0,0,0,0.33328,0
,2007-04-13,1,0.254,1.537,76.25,1.763,0,0.254,10.06,6.50297,0,0.254,0,0,0,0.254,0,0,0.254,0.92412,0.16687,0.4484,0.93483,0.00001,495.19575,0.00802,2.61348,0,0,0,0,0,72.99286,0,0,0,0.33175,0
,2007-04-14,1,0,6.36,53.05,1.491,0,0,24.05,11.90362,0,0,0,0,0,0,0,0,0,2.12971,0.39233,0.44805,0.93409,0.00001,494.80342,0.00801,2.60648,0,0,0,0,0,72.63097,0,0,0,0.33028,0
,2007-04-15,1,0,9.8415,43.75,2.688,0,0,23.11,11.34635,0,0,0,0,0,0,0,0,0,2.54781,0.21669,0.44785,0.93368,0.00001,494.58672,0.00808,2.63802,0,0,0,0,0,72.28476,0,0,0,0.32865,0
